occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species
"IPB-2017MT-DS007-H41IN-TN241","Trichogrammatidae","Trichogrammatidae","7711","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae",,
"IPB-2017MT-DS007-H41YST-TN001","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H41YST-TN002","Bethylidae","Bethylidae","4336","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Bethylidae",,
"IPB-2017MT-DS007-H41YST-TN003","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H41YST-TN004","Ceraphronidae","Ceraphronidae","4338","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",,
"IPB-2017MT-DS007-H41YST-TN005","Chalcididae","Chalcididae","9439","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Chalcididae",,
"IPB-2017MT-DS007-H41YST-TN006","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H41YST-TN007","Elasmidae","Elasmidae","4679688","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Elasmidae",,
"IPB-2017MT-DS007-H41YST-TN008","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H41YST-TN009","Eulophidae","Eulophidae","5505","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae",,
"IPB-2017MT-DS007-H41YST-TN010","Eurytomidae","Eurytomidae","5507","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae",,
"IPB-2017MT-DS007-H41YST-TN011","Evaniidae","Evaniidae","4341","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Evaniidae",,
"IPB-2017MT-DS007-H41YST-TN012","Figitidae","Figitidae","6990","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Figitidae",,
"IPB-2017MT-DS007-H41YST-TN013","Ichneumonidae","Ichneumonidae","3512","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae",,
"IPB-2017MT-DS007-H41YST-TN014","Megaspilidae","Megaspilidae","4344","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Megaspilidae",,
"IPB-2017MT-DS007-H41YST-TN015","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H41YST-TN016","Pipunculidae","Pipunculidae","5583","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Pipunculidae",,
"IPB-2017MT-DS007-H41YST-TN017","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H41YST-TN018","Pteromalidae","Pteromalidae","9447","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae",,
"IPB-2017MT-DS007-H41YST-TN019","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H41YST-TN020","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H41YST-TN021","Torymidae","Torymidae","3745","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae",,
"IPB-2017MT-DS007-H41YST-TN022","Trichogrammatidae","Trichogrammatidae","7711","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae",,
"IPB-2017MT-DS007-H42IN-TN242","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H42IN-TN243","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H42IN-TN244","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H42IN-TN245","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H42IN-TN246","Eucoilidae","Eucoilidae","4673983","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eucoilidae",,
"IPB-2017MT-DS007-H42IN-TN247","Eurytomidae","Eurytomidae","5507","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae",,
"IPB-2017MT-DS007-H42IN-TN248","Evaniidae","Evaniidae","4341","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Evaniidae",,
"IPB-2017MT-DS007-H42IN-TN249","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H42IN-TN250","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H42IN-TN251","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H42IN-TN252","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H42IN-TN253","Trichogrammatidae","Trichogrammatidae","7711","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae",,
"IPB-2017MT-DS007-H42YST-TN023","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H42YST-TN024","Bethylidae","Bethylidae","4336","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Bethylidae",,
"IPB-2017MT-DS007-H42YST-TN025","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H42YST-TN026","Ceraphronidae","Ceraphronidae","4338","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",,
"IPB-2017MT-DS007-H42YST-TN027","Chalcididae","Chalcididae","9439","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Chalcididae",,
"IPB-2017MT-DS007-H42YST-TN028","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H42YST-TN029","Elasmidae","Elasmidae","4679688","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Elasmidae",,
"IPB-2017MT-DS007-H42YST-TN030","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H42YST-TN031","Eucoilidae","Eucoilidae","4673983","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eucoilidae",,
"IPB-2017MT-DS007-H42YST-TN032","Eulophidae","Eulophidae","5505","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae",,
"IPB-2017MT-DS007-H42YST-TN033","Eurytomidae","Eurytomidae","5507","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae",,
"IPB-2017MT-DS007-H42YST-TN034","Evaniidae","Evaniidae","4341","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Evaniidae",,
"IPB-2017MT-DS007-H42YST-TN035","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H42YST-TN036","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H42YST-TN037","Pteromalidae","Pteromalidae","9447","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae",,
"IPB-2017MT-DS007-H42YST-TN038","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H42YST-TN039","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H42YST-TN040","Torymidae","Torymidae","3745","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae",,
"IPB-2017MT-DS007-H42YST-TN041","Trichogrammatidae","Trichogrammatidae","7711","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae",,
"IPB-2017MT-DS007-H43YST-TN059","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H43YST-TN047","Elasmidae","Elasmidae","4679688","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Elasmidae",,
"IPB-2017MT-DS007-H43YST-TN053","Figitidae","Figitidae","6990","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Figitidae",,
"IPB-2017MT-DS007-H43IN-TN254","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H43IN-TN255","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H43IN-TN256","Ceraphronidae","Ceraphronidae","4338","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",,
"IPB-2017MT-DS007-H43IN-TN257","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H43IN-TN258","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H43IN-TN259","Eucoilidae","Eucoilidae","4673983","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eucoilidae",,
"IPB-2017MT-DS007-H43IN-TN260","Eulophidae","Eulophidae","5505","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae",,
"IPB-2017MT-DS007-H43IN-TN261","Eurytomidae","Eurytomidae","5507","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae",,
"IPB-2017MT-DS007-H43IN-TN262","Megaspilidae","Megaspilidae","4344","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Megaspilidae",,
"IPB-2017MT-DS007-H43IN-TN263","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H43IN-TN264","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H43IN-TN265","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H43IN-TN266","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H43IN-TN267","Torymidae","Torymidae","3745","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae",,
"IPB-2017MT-DS007-H43IN-TN268","Trichogrammatidae","Trichogrammatidae","7711","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae",,
"IPB-2017MT-DS007-H43YST-TN044","Ceraphronidae","Ceraphronidae","4338","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",,
"IPB-2017MT-DS007-H43YST-TN042","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H43YST-TN043","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H43YST-TN048","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H43YST-TN045","Chalcididae","Chalcididae","9439","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Chalcididae",,
"IPB-2017MT-DS007-H43YST-TN050","Eulophidae","Eulophidae","5505","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae",,
"IPB-2017MT-DS007-H43YST-TN051","Eurytomidae","Eurytomidae","5507","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae",,
"IPB-2017MT-DS007-H43YST-TN052","Evaniidae","Evaniidae","4341","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Evaniidae",,
"IPB-2017MT-DS007-H43YST-TN049","Eucoilidae","Eucoilidae","4673983","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eucoilidae",,
"IPB-2017MT-DS007-H43YST-TN054","Ichneumonidae","Ichneumonidae","3512","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae",,
"IPB-2017MT-DS007-H43YST-TN055","Megaspilidae","Megaspilidae","4344","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Megaspilidae",,
"IPB-2017MT-DS007-H43YST-TN056","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H43YST-TN057","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H43YST-TN058","Pteromalidae","Pteromalidae","9447","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae",,
"IPB-2017MT-DS007-H43YST-TN046","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H43YST-TN060","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H43YST-TN061","Torymidae","Torymidae","3745","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae",,
"IPB-2017MT-DS007-H43YST-TN062","Trichogrammatidae","Trichogrammatidae","7711","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae",,
"IPB-2017MT-DS007-H81IN-TN269","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H81IN-TN270","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H81IN-TN271","Ceraphronidae","Ceraphronidae","4338","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",,
"IPB-2017MT-DS007-H81IN-TN272","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H81IN-TN273","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H81IN-TN274","Eulophidae","Eulophidae","5505","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae",,
"IPB-2017MT-DS007-H81IN-TN275","Evaniidae","Evaniidae","4341","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Evaniidae",,
"IPB-2017MT-DS007-H81IN-TN276","Ichneumonidae","Ichneumonidae","3512","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae",,
"IPB-2017MT-DS007-H81IN-TN277","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H81IN-TN278","Mymarommatidae","Mymarommatidae","5511","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymarommatidae",,
"IPB-2017MT-DS007-H81IN-TN279","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H81IN-TN280","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H81IN-TN281","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H81YST-TN063","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H81YST-TN064","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H81YST-TN065","Ceraphronidae","Ceraphronidae","4338","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",,
"IPB-2017MT-DS007-H81YST-TN066","Chalcididae","Chalcididae","9439","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Chalcididae",,
"IPB-2017MT-DS007-H81YST-TN067","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H81YST-TN068","Elasmidae","Elasmidae","4679688","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Elasmidae",,
"IPB-2017MT-DS007-H81YST-TN069","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H81YST-TN070","Eulophidae","Eulophidae","5505","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae",,
"IPB-2017MT-DS007-H81YST-TN071","Eurytomidae","Eurytomidae","5507","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Eurytomidae",,
"IPB-2017MT-DS007-H81YST-TN072","Evaniidae","Evaniidae","4341","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Evaniidae",,
"IPB-2017MT-DS007-H81YST-TN073","Figitidae","Figitidae","6990","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Figitidae",,
"IPB-2017MT-DS007-H81YST-TN074","Ichneumonidae","Ichneumonidae","3512","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae",,
"IPB-2017MT-DS007-H81YST-TN075","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H81YST-TN076","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H81YST-TN077","Pteromalidae","Pteromalidae","9447","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae",,
"IPB-2017MT-DS007-H81YST-TN078","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H81YST-TN079","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H81YST-TN080","Trichogrammatidae","Trichogrammatidae","7711","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae",,
"IPB-2017MT-DS007-H82IN-TN282","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H82IN-TN283","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H82IN-TN284","Ceraphronidae","Ceraphronidae","4338","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",,
"IPB-2017MT-DS007-H82IN-TN285","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H82IN-TN286","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H82IN-TN287","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H82IN-TN288","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H82IN-TN289","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H82IN-TN290","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H82YST-TN081","Aphelinidae","Aphelinidae","5503","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Aphelinidae",,
"IPB-2017MT-DS007-H82YST-TN082","Braconidae","Braconidae","6910","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae",,
"IPB-2017MT-DS007-H82YST-TN083","Ceraphronidae","Ceraphronidae","4338","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae",,
"IPB-2017MT-DS007-H82YST-TN084","Chalcididae","Chalcididae","9439","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Chalcididae",,
"IPB-2017MT-DS007-H82YST-TN085","Diapriidae","Diapriidae","2790","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",,
"IPB-2017MT-DS007-H82YST-TN086","Elasmidae","Elasmidae","4679688","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Elasmidae",,
"IPB-2017MT-DS007-H82YST-TN087","Encyrtidae","Encyrtidae","9440","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae",,
"IPB-2017MT-DS007-H82YST-TN088","Mymaridae","Mymaridae","9444","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Mymaridae",,
"IPB-2017MT-DS007-H82YST-TN089","Platygasteridae","Platygasteridae","4298520","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Platygasteridae",,
"IPB-2017MT-DS007-H82YST-TN090","Pteromalidae","Pteromalidae","9447","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae",,
"IPB-2017MT-DS007-H82YST-TN091","Scelionidae","Scelionidae","4349","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Scelionidae",,
"IPB-2017MT-DS007-H82YST-TN092","Tachinidae","Tachinidae","6918","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Diptera","Tachinidae",,
"IPB-2017MT-DS007-H82YST-TN093","Torymidae","Torymidae","3745","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae",,
"IPB-2017MT-DS007-H82YST-TN094","Trichogrammatidae","Trichogrammatidae","7711","EXACT","97","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae",,
