parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
UI-2013IW-TL038,UI-2013IW-TL038-HA01,2012-6/9,Point Count| Point Center of Quarter,4 hours per day,4,hours per day,HA01,,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,Sumatra,Lampung,Indonesia,West Lampung,Taman Nasional Bukit Barisan Selatan,
UI-2013IW-TL038,UI-2013IW-TL038-HA02,2012-6/9,Point Count| Point Center of Quarter,4 hours per day,4,hours per day,HA02,,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,Sumatra,Lampung,Indonesia,West Lampung,Taman Nasional Bukit Barisan Selatan,
UI-2014SZ-TL039,UI-2014SZ-TL039-PO01,2014-3-10/31,Beating tray| Directly catch all the insect that has been appeared,6 hours per day,6,hours per day,PO01,,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,Java,East Java,Indonesia,"Banyuputih, Situbondo",Taman Nasional Baluran,
UI-2014SZ-TL039,UI-2014SZ-TL039-PO02,2014-3-10/31,Beating tray| Directly catch all the insect that has been appeared,6 hours per day,6,hours per day,PO02,,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,Java,East Java,Indonesia,"Banyuputih, Situbondo",Taman Nasional Baluran,
UI-2014SZ-TL039,UI-2014SZ-TL039-PO03,2014-3-10/31,Beating tray| Directly catch all the insect that has been appeared,6 hours per day,6,hours per day,PO03,,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,Java,East Java,Indonesia,"Banyuputih, Situbondo",Taman Nasional Baluran,
UI-2014SZ-TL039,UI-2014SZ-TL039-PO04,2014-3-10/31,Beating tray| Directly catch all the insect that has been appeared,6 hours per day,6,hours per day,PO04,,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,Java,East Java,Indonesia,"Banyuputih, Situbondo",Taman Nasional Baluran,
UI-2014SZ-TL039,UI-2014SZ-TL039-PO05,2014-3-10/31,Beating tray| Directly catch all the insect that has been appeared,6 hours per day,6,hours per day,PO05,,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,Java,East Java,Indonesia,"Banyuputih, Situbondo",Taman Nasional Baluran,
UI-2014SZ-TL039,UI-2014SZ-TL039-PO06,2014-3-10/31,Beating tray| Directly catch all the insect that has been appeared,6 hours per day,6,hours per day,PO06,,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,Java,East Java,Indonesia,"Banyuputih, Situbondo",Taman Nasional Baluran,
