eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,identificationReferences,remarks
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA066,HumanObservation,2011-03/04,animalia,Daphnia,genus,,3.3852222,99.4149167,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA067,HumanObservation,2011-03/04,animalia,Bosmina,genus,,3.3852222,99.4149167,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA068,HumanObservation,2011-03/04,animalia,Pleoroxus,genus,,3.3852222,99.4149167,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA069,HumanObservation,2011-03/04,animalia,Glaucoma,genus,,3.3852222,99.4149167,WGS84,ID,,265.31,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA070,HumanObservation,2011-03/04,animalia,Acartia,genus,,3.3852222,99.4149167,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA071,HumanObservation,2011-03/04,animalia,Diaptomus,genus,,3.3852222,99.4149167,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA072,HumanObservation,2011-03/04,animalia,Cyclops,genus,,3.3852222,99.4149167,WGS84,ID,,40.82,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA073,HumanObservation,2011-03/04,animalia,Diacyclops,genus,,3.3852222,99.4149167,WGS84,ID,,10.2,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA074,HumanObservation,2011-03/04,animalia,Eucyclops,genus,,3.3852222,99.4149167,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA075,HumanObservation,2011-03/04,animalia,Macrocyclops,genus,,3.3852222,99.4149167,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA076,HumanObservation,2011-03/04,animalia,Keratella,genus,,3.3852222,99.4149167,WGS84,ID,,61.22,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA077,HumanObservation,2011-03/04,animalia,Mytilina,genus,,3.3852222,99.4149167,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA078,HumanObservation,2011-03/04,animalia,Trichocerca,genus,,3.3852222,99.4149167,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST002,USU-2011EN-RS011-ST002-MA079,HumanObservation,2011-03/04,animalia,Astramoeba,genus,,3.3852222,99.4149167,WGS84,ID,,61.22,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA001,HumanObservation,2011-03/04,animalia,Cocconeis,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA002,HumanObservation,2011-03/04,animalia,Achnanthes,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA003,HumanObservation,2011-03/04,animalia,Bidulphia,genus,,3.38175,99.4156389,WGS84,ID,,51.02,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA004,HumanObservation,2011-03/04,animalia,Triceratium,genus,,3.38175,99.4156389,WGS84,ID,,71.43,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA005,HumanObservation,2011-03/04,animalia,Chaetoceros,genus,,3.38175,99.4156389,WGS84,ID,,91.84,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA006,HumanObservation,2011-03/04,animalia,Coscinodiscus,genus,,3.38175,99.4156389,WGS84,ID,,897.96,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA007,HumanObservation,2011-03/04,animalia,Corethron,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA008,HumanObservation,2011-03/04,animalia,Melosira,genus,,3.38175,99.4156389,WGS84,ID,,142.86,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA009,HumanObservation,2011-03/04,animalia,Cymbella,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA010,HumanObservation,2011-03/04,animalia,Denticula,genus,,3.38175,99.4156389,WGS84,ID,,10.2,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA011,HumanObservation,2011-03/04,animalia,Asterionella,genus,,3.38175,99.4156389,WGS84,ID,,81.63,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA012,HumanObservation,2011-03/04,animalia,Diatoma,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA013,HumanObservation,2011-03/04,animalia,Fragilaria,genus,,3.38175,99.4156389,WGS84,ID,,275.51,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA014,HumanObservation,2011-03/04,animalia,Tabellaria,genus,,3.38175,99.4156389,WGS84,ID,,551.02,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA015,HumanObservation,2011-03/04,animalia,Navicula,genus,,3.38175,99.4156389,WGS84,ID,,40.82,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA016,HumanObservation,2011-03/04,animalia,Nitzschia,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA017,HumanObservation,2011-03/04,animalia,Gyrosigma,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA018,HumanObservation,2011-03/04,animalia,Pleurosigma,genus,,3.38175,99.4156389,WGS84,ID,,71.43,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA019,HumanObservation,2011-03/04,animalia,Atheya,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA020,HumanObservation,2011-03/04,animalia,Dytilum,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA021,HumanObservation,2011-03/04,animalia,Guinardia,genus,,3.38175,99.4156389,WGS84,ID,,153.06,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA022,HumanObservation,2011-03/04,animalia,Rhizosolenia,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA023,HumanObservation,2011-03/04,animalia,Surirella,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA024,HumanObservation,2011-03/04,animalia,Skeletonema,genus,,3.38175,99.4156389,WGS84,ID,,418.37,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA025,HumanObservation,2011-03/04,animalia,Thalassiosira,genus,,3.38175,99.4156389,WGS84,ID,,224.49,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA026,HumanObservation,2011-03/04,animalia,Thalassionema,genus,,3.38175,99.4156389,WGS84,ID,,214.29,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA027,HumanObservation,2011-03/04,animalia,Thalassiothrix,genus,,3.38175,99.4156389,WGS84,ID,,51.02,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA028,HumanObservation,2011-03/04,animalia,Closteriopsis,genus,,3.38175,99.4156389,WGS84,ID,,142.86,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA029,HumanObservation,2011-03/04,animalia,Dactylococcus,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA030,HumanObservation,2011-03/04,animalia,Rhizoclonium,genus,,3.38175,99.4156389,WGS84,ID,,295.92,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA031,HumanObservation,2011-03/04,animalia,Goniochloris,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA032,HumanObservation,2011-03/04,animalia,Trachychloron,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA033,HumanObservation,2011-03/04,animalia,Uroglenopsis,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA034,HumanObservation,2011-03/04,animalia,Elakatothrix,genus,,3.38175,99.4156389,WGS84,ID,,61.22,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA035,HumanObservation,2011-03/04,animalia,Pediastrum,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA036,HumanObservation,2011-03/04,animalia,Spaerocystis,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA037,HumanObservation,2011-03/04,animalia,Dermathophyton,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA038,HumanObservation,2011-03/04,animalia,Cylindrocapsa,genus,,3.38175,99.4156389,WGS84,ID,,102.04,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA039,HumanObservation,2011-03/04,animalia,Microspora,genus,,3.38175,99.4156389,WGS84,ID,,102.04,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA040,HumanObservation,2011-03/04,animalia,Protococcus,genus,,3.38175,99.4156389,WGS84,ID,,20.41,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA041,HumanObservation,2011-03/04,animalia,Binucelaria,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA042,HumanObservation,2011-03/04,animalia,Geminella,genus,,3.38175,99.4156389,WGS84,ID,,204.08,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA043,HumanObservation,2011-03/04,animalia,Hormidium,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA044,HumanObservation,2011-03/04,animalia,Stichococcus,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA045,HumanObservation,2011-03/04,animalia,Ulothrix,genus,,3.38175,99.4156389,WGS84,ID,,20.41,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA046,HumanObservation,2011-03/04,animalia,Uronema,genus,,3.38175,99.4156389,WGS84,ID,,153.06,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA047,HumanObservation,2011-03/04,animalia,Pedinopera,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA048,HumanObservation,2011-03/04,animalia,Volvox,genus,,3.38175,99.4156389,WGS84,ID,,306.12,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA049,HumanObservation,2011-03/04,animalia,Closterium,genus,,3.38175,99.4156389,WGS84,ID,,81.63,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA050,HumanObservation,2011-03/04,animalia,Gonatozygon,genus,,3.38175,99.4156389,WGS84,ID,,530.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA051,HumanObservation,2011-03/04,animalia,Pleurodiscus,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA052,HumanObservation,2011-03/04,animalia,Spyrogira,genus,,3.38175,99.4156389,WGS84,ID,,20.41,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA053,HumanObservation,2011-03/04,animalia,Sirogonium,genus,,3.38175,99.4156389,WGS84,ID,,20.41,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA054,HumanObservation,2011-03/04,animalia,Zygnema,genus,,3.38175,99.4156389,WGS84,ID,,61.22,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA055,HumanObservation,2011-03/04,animalia,Dislephanus,genus,,3.38175,99.4156389,WGS84,ID,,561.22,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA056,HumanObservation,2011-03/04,animalia,Phaeplaca,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA057,HumanObservation,2011-03/04,animalia,Cerataulina,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA058,HumanObservation,2011-03/04,animalia,Phormidium,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA059,HumanObservation,2011-03/04,animalia,Cystodinium,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA060,HumanObservation,2011-03/04,animalia,Euglena,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA061,HumanObservation,2011-03/04,animalia,Spongilla,genus,,3.38175,99.4156389,WGS84,ID,,81.63,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA062,HumanObservation,2011-03/04,animalia,Chlorococcum,genus,,3.38175,99.4156389,WGS84,ID,,20.41,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA063,HumanObservation,2011-03/04,animalia,Chlorogibba,genus,,3.38175,99.4156389,WGS84,ID,,20.41,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA064,HumanObservation,2011-03/04,animalia,Tribonema,genus,,3.38175,99.4156389,WGS84,ID,,10.2,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA065,HumanObservation,2011-03/04,animalia,Achanthocystis,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA066,HumanObservation,2011-03/04,animalia,Daphnia,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA067,HumanObservation,2011-03/04,animalia,Bosmina,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA068,HumanObservation,2011-03/04,animalia,Pleoroxus,genus,,3.38175,99.4156389,WGS84,ID,,10.2,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA069,HumanObservation,2011-03/04,animalia,Glaucoma,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA070,HumanObservation,2011-03/04,animalia,Acartia,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA071,HumanObservation,2011-03/04,animalia,Diaptomus,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA072,HumanObservation,2011-03/04,animalia,Cyclops,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA073,HumanObservation,2011-03/04,animalia,Diacyclops,genus,,3.38175,99.4156389,WGS84,ID,,30.61,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA074,HumanObservation,2011-03/04,animalia,Eucyclops,genus,,3.38175,99.4156389,WGS84,ID,,20.41,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA075,HumanObservation,2011-03/04,animalia,Macrocyclops,genus,,3.38175,99.4156389,WGS84,ID,,10.2,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA076,HumanObservation,2011-03/04,animalia,Keratella,genus,,3.38175,99.4156389,WGS84,ID,,51.02,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA077,HumanObservation,2011-03/04,animalia,Mytilina,genus,,3.38175,99.4156389,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA078,HumanObservation,2011-03/04,animalia,Trichocerca,genus,,3.38175,99.4156389,WGS84,ID,,10.2,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST003,USU-2011EN-RS011-ST003-MA079,HumanObservation,2011-03/04,animalia,Astramoeba,genus,,3.38175,99.4156389,WGS84,ID,,61.22,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),zooplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA001,HumanObservation,2011-03/04,animalia,Cocconeis,genus,,3.3689722,99.4449444,WGS84,ID,,173.47,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA002,HumanObservation,2011-03/04,animalia,Achnanthes,genus,,3.3689722,99.4449444,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA003,HumanObservation,2011-03/04,animalia,Bidulphia,genus,,3.3689722,99.4449444,WGS84,ID,,612.24,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA004,HumanObservation,2011-03/04,animalia,Triceratium,genus,,3.3689722,99.4449444,WGS84,ID,,122.45,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA005,HumanObservation,2011-03/04,animalia,Chaetoceros,genus,,3.3689722,99.4449444,WGS84,ID,,816.33,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA006,HumanObservation,2011-03/04,animalia,Coscinodiscus,genus,,3.3689722,99.4449444,WGS84,ID,,3755.1,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA007,HumanObservation,2011-03/04,animalia,Corethron,genus,,3.3689722,99.4449444,WGS84,ID,,,individu/liter,absent,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA008,HumanObservation,2011-03/04,animalia,Melosira,genus,,3.3689722,99.4449444,WGS84,ID,,755.1,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA009,HumanObservation,2011-03/04,animalia,Cymbella,genus,,3.3689722,99.4449444,WGS84,ID,,20.41,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
USU-2011EN-RS011-ST004,USU-2011EN-RS011-ST004-MA010,HumanObservation,2011-03/04,animalia,Denticula,genus,,3.3689722,99.4449444,WGS84,ID,,51.02,individu/liter,present,Edmonson (1963)|Bold and Wayne (1985)|Pennak (1989),fitoplankton
