parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
UGM-2017ND-AN012,UGM-2017ND-AN012-TR001,2016-11/2017-02,Convenient sampling|Pitfall trap sampling,"Convenient sampling using sweepnet, sampling duration every week during four months, sampling time in the morning (07.00-09.00) and in the afternoon (12.00-14.00)|Pitfall trap every week during four months in the morning (07.00) and in the afternoon (17.00)",120|13|4|29,m square|days|hours per day|pitfall trap,ID,,,-7.7283333,110.4180556,WGS 84,ID,JAVA,D.I.Yogyakarta,Sleman,Ngemplak,Karangmojo,
