parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
IPB-2008KK-MF009,IPB-2008KK-MF009-HP001,2007-07/2007-10,Grid,Harp trap,200 x 200,metre,HP,,,,,,ID,Sumatra,Lampung,Pesisir barat,Bengkunat belimbing,Stasiun Penelitian Way Canguk Taman Nasional Bukit Barisan Selatan,HP is Hutan primer
IPB-2008KK-MF009,IPB-2008KK-MF009-HT002,2007-07/2007-10,Grid,Harp trap,200 x 200,metre,HT,,,,,,ID,Sumatra,Lampung,Pesisir barat,Bengkunat belimbing,Stasiun Penelitian Way Canguk Taman Nasional Bukit Barisan Selatan,HT is Hutan bekas terbakar
IPB-2008KK-MF009,IPB-2008KK-MF009-VP001,2007-07/2007-10,Plotted line,Densiometre| rope | Tally sheet | Phi-band | Range finder | Gauge | Compass,Plot 2x 2 | 5x5 | 10x10 | 20x20,metre,VP,,,,,,ID,Sumatra,Lampung,Pesisir barat,Bengkunat belimbing,Stasiun Penelitian Way Canguk Taman Nasional Bukit Barisan Selatan,VP is Vegetasi hutan primer
IPB-2008KK-MF009,IPB-2008KK-MF009-VT002,2007-07/2007-10,Plotted line,Densiometre| rope | Tally sheet | Phi-band | Range finder | Gauge | Compass,Plot 2x 2 | 5x5 | 10x10 | 20x20,metre,VT,,,,,,ID,Sumatra,Lampung,Pesisir barat,Bengkunat belimbing,Stasiun Penelitian Way Canguk Taman Nasional Bukit Barisan Selatan,VT is Vegetasi hutan bekas terbakar
IPB-2016AA-MF010,IPB-2016AA-MF010-TD001,2016-04/2016-06,Grid,Misnet | 5 hours,12.13,Cubic metre,TD,,,,,,ID,Java,West Java,Bogor,Jasinga,Kawasan Hutan dengan tujuan khusus Haurbentes,TD is Tegakan Dipterocarpaceae
IPB-2016AA-MF010,IPB-2016AA-MF010-SH002,2016-04/2016-06,Grid,Misnet | 5 hours,12,Cubic metre,SH,,,,,,ID,Java,West Java,Bogor,Jasinga,Kawasan Hutan dengan tujuan khusus Haurbentes,SH is Sawah
IPB-2016AA-MF010,IPB-2016AA-MF010-KK003,2016-04/2016-06,Grid,Misnet | 5 hours,12,Cubic metre,KK,,,,,,ID,Java,West Java,Bogor,Jasinga,Kawasan Hutan dengan tujuan khusus Haurbentes,KK is Kebun karet
IPB-2016AA-MF010,IPB-2016AA-MF010-AR004,2016-04/2016-06,Grid,Misnet | 5 hours,12,Cubic metre,AR,,,,,,ID,Java,West Java,Bogor,Jasinga,Kawasan Hutan dengan tujuan khusus Haurbentes,AR is Agroforestry
IPB-2016AA-MF010,IPB-2016AA-MF010-VD001,2016-04/2016-06,Survey,,,,,,,,,,ID,Java,West Java,Bogor,Jasinga,Kawasan Hutan dengan tujuan khusus Haurbentes,VD is Vegetasi Dipterocarpaceae
IPB-2016AA-MF010,IPB-2016AA-MF010-VS002,2016-04/2016-06,Survey,,,,,,,,,,ID,Java,West Java,Bogor,Jasinga,Kawasan Hutan dengan tujuan khusus Haurbentes,VS is Vegetasi sawah
IPB-2016AA-MF010,IPB-2016AA-MF010-VK003,2016-04/2016-06,Survey,,,,,,,,,,ID,Java,West Java,Bogor,Jasinga,Kawasan Hutan dengan tujuan khusus Haurbentes,VK is Vegetasi kebun karet
IPB-2016AA-MF010,IPB-2016AA-MF010-VA004,2016-04/2016-06,,,,,,,,,,,ID,Java,West Java,Bogor,Jasinga,Kawasan Hutan dengan tujuan khusus Haurbentes,VA is Vegetasi agroforestri
IPB-2013AS-MF011,IPB-2013AS-MF011-KB001,2012-05/2012-10,Grid,Harp trap | Mist trap | 5 hours,,,HT,,,,,,ID,Java,West Java,Bogor,Dramaga,Desa Cikarawang,HT is Hutan
IPB-2013AS-MF011,IPB-2013AS-MF011-HT002,2012-05/2012-10,Grid,Harp trap | Mist trap | 5 hours,,,KB,,,,,,ID,Java,West Java,Bogor,Dramaga,Desa Cikarawang,KB is Kebun
IPB-2013AS-MF011,IPB-2013AS-MF011-SW003,2012-05/2012-10,Grid,Harp trap | Mist trap | 5 hours,,,SW,,,,,,ID,Java,West Java,Bogor,Dramaga,Desa Cikarawang,SW is Sawah
IPB-2018RR-MF012,IPB-2018RR-MF012-SM001,2018-03,Visual Encounter survey| Transects,3 hours,2.2149999999999999,Kilometre,SM,,,,,,ID,Sumatra,Riau,Kampar,Dramaga,Perkebunan kelapa sawit KJNP,SM is Sawit muda
IPB-2018RR-MF012,IPB-2018RR-MF012-SS002,2018-03,Visual Encounter survey| Transects,3 hours,2.2149999999999999,Kilometre,SS,,,,,,ID,Sumatra,Riau,Kampar,Dramaga,Perkebunan kelapa sawit KJNP,SS is Sawit sedang
IPB-2018RR-MF012,IPB-2018RR-MF012-ST003,2018-03,Visual Encounter survey| Transects,3 hours,2.2149999999999999,Kilometre,ST,,,,,,ID,Sumatra,Riau,Kampar,Dramaga,Perkebunan kelapa sawit KJNP,ST is Sawit tua
