eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,identificationReferences,remarks
UI-2013IW-TL038-HA01,UI-2013IW-TL038-HA01-EM062,HumanObservation,2012-6/9,Plantae,Sisoseton sandoricarpus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA01,UI-2013IW-TL038-HA01-EM063,HumanObservation,2012-6/9,Plantae,Sterculia,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA01,UI-2013IW-TL038-HA01-EM064,HumanObservation,2012-6/9,Plantae,Tetrameles nudiflora,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA01,UI-2013IW-TL038-HA01-EM065,HumanObservation,2012-6/9,Plantae,Theobroma cacao,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA01,UI-2013IW-TL038-HA01-EM066,HumanObservation,2012-6/9,Plantae,Strombosia javanica,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE001,HumanObservation,2012-6/9,Animalia,Chalcophaps indica,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE002,HumanObservation,2012-6/9,Animalia,Dicaeum cruentatum,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,16,16,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE003,HumanObservation,2012-6/9,Animalia,Dicaeum sanguinolentum,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE004,HumanObservation,2012-6/9,Animalia,Dicaeum,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,13,13,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE005,HumanObservation,2012-6/9,Animalia,Dicaeum trigonostigma,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,32,32,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE006,HumanObservation,2012-6/9,Animalia,Geopelia striata,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,7,7,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE007,HumanObservation,2012-6/9,Animalia,Macropygia,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE008,HumanObservation,2012-6/9,Animalia,Megalaima crysopogon,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,4,4,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE009,HumanObservation,2012-6/9,Animalia,Megalaima mystacophanos,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE010,HumanObservation,2012-6/9,Animalia,Megalaima,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE011,HumanObservation,2012-6/9,Animalia,Psittinus cyanurus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,13,13,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE012,HumanObservation,2012-6/9,Animalia,Streptopelia bitorquata,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE013,HumanObservation,2012-6/9,Animalia,Streptopelia chinensis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,11,11,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE014,HumanObservation,2012-6/9,Animalia,Treron,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE015,HumanObservation,2012-6/9,Animalia,Treron vernans,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,4,4,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE016,HumanObservation,2012-6/9,Animalia,Aegithina viridissima,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,5,5,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE017,HumanObservation,2012-6/9,Animalia,Cacomantis merulinus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE018,HumanObservation,2012-6/9,Animalia,Cacomantis sepulcralis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE019,HumanObservation,2012-6/9,Animalia,Celeus brachyurus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE020,HumanObservation,2012-6/9,Animalia,Cymbirhynchus macrorhynchos,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE021,HumanObservation,2012-6/9,Animalia,Dicrurus paradiseus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE022,HumanObservation,2012-6/9,Animalia,Dinopium javensis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,5,5,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE023,HumanObservation,2012-6/9,Animalia,Hemicircus concretus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE024,HumanObservation,2012-6/9,Animalia,Hemiprocne longipennis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,5,5,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE025,HumanObservation,2012-6/9,Animalia,Hemipus hirundinaceus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,14,14,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE026,HumanObservation,2012-6/9,Animalia,Lalage nigra,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,4,4,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE027,HumanObservation,2012-6/9,Animalia,Macronous gularis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,27,27,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE028,HumanObservation,2012-6/9,Animalia,Meiglyptes tristis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE029,HumanObservation,2012-6/9,Animalia,Meiglyptes tukki,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE030,HumanObservation,2012-6/9,Animalia,Merops viridis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE031,HumanObservation,2012-6/9,Animalia,Microhierax fringillarius,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE032,HumanObservation,2012-6/9,Animalia,Orthotomus ruficeps,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,41,41,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE033,HumanObservation,2012-6/9,Animalia,Orthotomus sericeus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE034,HumanObservation,2012-6/9,Animalia,Orthotomus,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE035,HumanObservation,2012-6/9,Animalia,Pericrocotus cinnamomeus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE036,HumanObservation,2012-6/9,Animalia,Phaenicophaeus curvirostris,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,6,6,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE037,HumanObservation,2012-6/9,Animalia,Phaenicophaeus diardi,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE038,HumanObservation,2012-6/9,Animalia,Picoides moluccensis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,22,22,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE039,HumanObservation,2012-6/9,Animalia,Picus puniceus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE040,HumanObservation,2012-6/9,Animalia,Picus,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE041,HumanObservation,2012-6/9,Animalia,Prinia familiaris,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,32,32,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE042,HumanObservation,2012-6/9,Animalia,Prinia,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,6,6,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE043,HumanObservation,2012-6/9,Animalia,Reinwardtipicus validus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE044,HumanObservation,2012-6/9,Animalia,Surniculus lugubris,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE045,HumanObservation,2012-6/9,Animalia,Turnix,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE046,HumanObservation,2012-6/9,Animalia,Aplonis panayensis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,60,60,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE047,HumanObservation,2012-6/9,Animalia,Calorhamphus fuliginosus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,8,8,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE048,HumanObservation,2012-6/9,Animalia,Chloropsis cyanopogon,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE049,HumanObservation,2012-6/9,Animalia,Copsychus saularis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,5,5,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE050,HumanObservation,2012-6/9,Animalia,Gracula religiosa,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,17,17,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE051,HumanObservation,2012-6/9,Animalia,Oriolus xanthonotus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,6,6,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE052,HumanObservation,2012-6/9,Animalia,Platysmurus leucopterus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,5,5,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE053,HumanObservation,2012-6/9,Animalia,Prionochilus maculatus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE054,HumanObservation,2012-6/9,Animalia,Pycnonotus atriceps,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE055,HumanObservation,2012-6/9,Animalia,Pycnonotus aurigaster,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,86,86,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE056,HumanObservation,2012-6/9,Animalia,Pycnonotus brunneus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,20,20,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE057,HumanObservation,2012-6/9,Animalia,Pycnonotus erythropthalmos,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE058,HumanObservation,2012-6/9,Animalia,Pycnonotus goiavier,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,59,59,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE059,HumanObservation,2012-6/9,Animalia,Pycnonotus melanicterus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,62,62,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE060,HumanObservation,2012-6/9,Animalia,Pycnonotus simplex,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,8,8,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE061,HumanObservation,2012-6/9,Animalia,Pycnonotus,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE062,HumanObservation,2012-6/9,Animalia,Anthreptes malacensis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,26,26,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE063,HumanObservation,2012-6/9,Animalia,Anthreptes singalensis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE064,HumanObservation,2012-6/9,Animalia,Arachnothera robusta,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE065,HumanObservation,2012-6/9,Animalia,Arachnothera flavigaster,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE066,HumanObservation,2012-6/9,Animalia,Arachnothera longirostra,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,4,4,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE067,HumanObservation,2012-6/9,Animalia,Arachnothera,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,10,10,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE068,HumanObservation,2012-6/9,Animalia,Nectarinia jugularis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,21,21,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE069,HumanObservation,2012-6/9,Animalia,Aviceda jerdoni,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,3,3,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE070,HumanObservation,2012-6/9,Animalia,Halycon smyrnensis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,4,4,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE071,HumanObservation,2012-6/9,Animalia,Halycon,Genus,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE072,HumanObservation,2012-6/9,Animalia,Lonchura leucogastroides,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,61,61,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE073,HumanObservation,2012-6/9,Animalia,Lonchura punctulata,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE074,HumanObservation,2012-6/9,Animalia,Spilornis cheela,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-VE075,HumanObservation,2012-6/9,Animalia,Todirhamphus chloris,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,8,8,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM001,HumanObservation,2012-6/9,Plantae,Albizia falcataria,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,4,4,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM002,HumanObservation,2012-6/9,Plantae,Cocos nucifera,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM003,HumanObservation,2012-6/9,Plantae,Coffea arabica,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,40,40,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM004,HumanObservation,2012-6/9,Plantae,Durio zibethinus,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM005,HumanObservation,2012-6/9,Plantae,Erythrina litosperma,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,34,34,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM006,HumanObservation,2012-6/9,Plantae,Hevea brasiliensis,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,6,6,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM007,HumanObservation,2012-6/9,Plantae,Lansium domesticum,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,2,2,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM008,HumanObservation,2012-6/9,Plantae,Mangifera indica,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM009,HumanObservation,2012-6/9,Plantae,Michelia champaca,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,6,6,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM010,HumanObservation,2012-6/9,Plantae,Parkia speciosa,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM011,HumanObservation,2012-6/9,Plantae,Pithecellobium jiringa,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,4,4,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM012,HumanObservation,2012-6/9,Plantae,Pterospermum diversifolium,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,1,1,individuals,,,
UI-2013IW-TL038-HA02,UI-2013IW-TL038-HA02-EM013,HumanObservation,2012-6/9,Plantae,Theobroma cacao,Species,,-4.5166667/-5.95,103.5666667/	104.7166667,,ID,42,42,individuals,,,
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-MA001,HumanObservation,2014-3-10/31,Plantae,Vachellia nilotica,Species,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,50,50,individuals,,,
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN001,HumanObservation,2014-3-10/31,Animalia,Proterhinidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,2,2,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN002,HumanObservation,2014-3-10/31,Animalia,Elateridae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,1,1,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN003,HumanObservation,2014-3-10/31,Animalia,Carabidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,1,1,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN004,HumanObservation,2014-3-10/31,Animalia,Carabidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,1,1,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN005,HumanObservation,2014-3-10/31,Animalia,Actaletidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,2,2,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN006,HumanObservation,2014-3-10/31,Animalia,Archipsocidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,7,7,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN007,HumanObservation,2014-3-10/31,Animalia,Silviinae,subfamily,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,2,2,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN008,HumanObservation,2014-3-10/31,Animalia,Schizopteridae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,25,25,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN009,HumanObservation,2014-3-10/31,Animalia,Aphididae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,4,4,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN010,HumanObservation,2014-3-10/31,Animalia,Reduviidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,1,1,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN011,HumanObservation,2014-3-10/31,Animalia,Aphididae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,1,1,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN012,HumanObservation,2014-3-10/31,Animalia,Aphididae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,2,2,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN013,HumanObservation,2014-3-10/31,Animalia,Aphididae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,1,1,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN014,HumanObservation,2014-3-10/31,Animalia,Polyctenidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,2,2,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN015,HumanObservation,2014-3-10/31,Animalia,Helotrephidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,1,1,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN016,HumanObservation,2014-3-10/31,Animalia,Membracidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,1,1,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN017,HumanObservation,2014-3-10/31,Animalia,Fulgoroidea,Superfamily,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,3,3,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN018,HumanObservation,2014-3-10/31,Animalia,Formicidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,82,82,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN019,HumanObservation,2014-3-10/31,Animalia,Formicidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,7,7,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN020,HumanObservation,2014-3-10/31,Animalia,Formicidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,3,3,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN021,HumanObservation,2014-3-10/31,Animalia,Formicidae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,6,6,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
UI-2014SZ-TL039-PO01,UI-2014SZ-TL039-PO01-TN022,HumanObservation,2014-3-10/31,Animalia,Geometridae,Family,,=-7.4861111/-7.9319444,114.4888889/	114.6527778,,ID,88,88,individuals,,"Clasification of Insect, a Key to the Known Families of Insects and Other Terrestrial Arthropods. Brues& Melander. 1932.",
