parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
UNIPA-2003AM-HS011,UNIPA-2003AM-HS011-AY0901,2002-12-04/2002-12-06/2003-09-22/2003-09-25,Deskriptif Survey dan Studi Kasus,Cmera| Pisau| Cutter | Alat Tulis | Pita Ukur | Kaliper | Gelas ukur | Gelas Piala | Parang | Alat Bedah,6,Individu,Ayombai,,,-2.926738,135.702401,WGS84,ID,PAPUA,PAPUA,Nabire,Napan Wainame,Ayombai,Penelitian di laksanakan dari tangal 4 sampqai 6 Desember 2002 dan di lanjutkan pada tanggal 22 sampai 25 September 2003
