parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
UNCEN-2001SS-HS004,UNCEN-2001SS-HS004-YM001,2001-02-22/2001-03-22,Human Conservation,Pengamnbilan contoh dilakukan secara purposif dengan menghimpun keterangan tentang pemanfaatan tumbuhan pewarna alami secara tradisional,?,vegetasi,YM,,,-0.765419,133.979771,WGS84,ID,Papua,Papua Barat,Manokwari,Manokwari,Desa Yoom,YM adalah Desa Yoom Nuni
UNCEN-2001SS-HS004,UNCEN-2001SS-HS004-YM002,2001-02-22/2001-03-22,Human Conservation,Pengamnbilan contoh dilakukan secara purposif dengan menghimpun keterangan tentang pemanfaatan tumbuhan pewarna alami secara tradisional,?,vegetasi,YM,,,-0.765419,133.979771,WGS84,ID,Papua,Papua Barat,Manokwari,Manokwari,Desa Yoom,YM adalah Desa Yoom Nuni
UNCEN-2001SS-HS004,UNCEN-2001SS-HS004-YM003,2001-02-22/2001-03-22,Human Conservation,Pengamnbilan contoh dilakukan secara purposif dengan menghimpun keterangan tentang pemanfaatan tumbuhan pewarna alami secara tradisional,?,vegetasi,YM,,,-0.765419,133.979771,WGS84,ID,Papua,Papua Barat,Manokwari,Manokwari,Desa Yoom,YM adalah Desa Yoom Nuni
UNCEN-2001SS-HS004,UNCEN-2001SS-HS004-YM004,2001-02-22/2001-03-22,Human Conservation,Pengamnbilan contoh dilakukan secara purposif dengan menghimpun keterangan tentang pemanfaatan tumbuhan pewarna alami secara tradisional,?,vegetasi,YM,,,-0.765419,133.979771,WGS84,ID,Papua,Papua Barat,Manokwari,Manokwari,Desa Yoom,YM adalah Desa Yoom Nuni
UNCEN-2001SS-HS004,UNCEN-2001SS-HS004-YM005,2001-02-22/2001-03-22,Human Conservation,Pengamnbilan contoh dilakukan secara purposif dengan menghimpun keterangan tentang pemanfaatan tumbuhan pewarna alami secara tradisional,?,vegetasi,YM,,,-0.765419,133.979771,WGS84,ID,Papua,Papua Barat,Manokwari,Manokwari,Desa Yoom,YM adalah Desa Yoom Nuni
