parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
UNCEN-2000NL-HS001,UNCEN-2000NL-HS001-PM001,1999-09-11/1999-09-25,Direct Observation,Pengamatan secara langsung yaitu pengamatan yang didasarkan atas perjumpaan langsung saat kus-kus melakukan aktivitas makan yaitu pada malam hari | pengamatan secara tidak langsung yaitu pengamatan yang didasarkan atas bekas-bekas dan sisa-sisa makanan yang ditinggalkan kuskus yaitu pada siang hari berdasarkan informasi dari penduduk mengenai jenis-jenis vegetasi yang menjadi pakan kuskus,32,vegetasi,PM,,WGS84,-2.9398,135.7204,WGS84,ID,Papua,Papua Barat,Manokwari,Manokwari,Pulau Moor,PM adalah Pulau Moor
