parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,identificationReferences,remarks
IPB-2007EK-RN022,IPB-2007EK-RN022-ST1,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST1,-,-,-6.5819444,107.3083333,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah hulu Waduk Djuanda,NA,Station 1
IPB-2007EK-RN022,IPB-2007EK-RN022-ST2,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST2,-,-,-6.5486111,107.3236111,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah transisi hulu dan tengah Waduk Djuanda,NA,Station 2
IPB-2007EK-RN022,IPB-2007EK-RN022-ST3,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST3,-,-,-6.5013889,107.3277778,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah tengah Waduk Djuanda,NA,Station 3
IPB-2007EK-RN022,IPB-2007EK-RN022-ST3a,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST3a,-,-,-6.5125,107.3430556,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah tengah Waduk Djuanda,NA,Station 3a
IPB-2007EK-RN022,IPB-2007EK-RN022-ST3b,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST3b,-,-,-6.5319444,107.3430556,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah tengah Waduk Djuanda,NA,Station 3b
IPB-2007EK-RN022,IPB-2007EK-RN022-ST3c,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST3c,-,-,-6.5152778,107.3583333,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah tengah Waduk Djuanda,NA,Station 3c
IPB-2007EK-RN022,IPB-2007EK-RN022-ST3d,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST3d,-,-,-6.5319444,107.3597222,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah tengah Waduk Djuanda,NA,Station 3d
IPB-2007EK-RN022,IPB-2007EK-RN022-ST3e,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST3e,-,-,-6.5277778,107.3763889,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah tengah Waduk Djuanda,NA,Station 3e
IPB-2007EK-RN022,IPB-2007EK-RN022-ST4,2003-05/2004-04,Kemmerer water sampler,12 times sampling,4,litre,ST4,-,-,-6.5513889,107.3888889,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Jatiluhur,Daerah KJA di Waduk Djuanda,NA,Station 4
IPB-2007MH-RN023,IPB-2007MH-RN023-ST1,2006-12/2007-03,Petersen grab,1 time sampling,1,day,ST1,-,-,-6.6922,107.3367,WGS84,ID,Java,West Java,Kabupaten Purwakarta,Kecamatan Maniis,Intake DAM (Waduk Cirata),"Fresh Water Invertebrates of The United States. Pennak, WR. 1953.| A Journal of Zoology, Hydrobiology and Oceanography of the Indo-Australian Archipelago. Wegner, RMA & Lieftinck, AM. 1996.",Station 1
IPB-2007MH-RN023,IPB-2007MH-RN023-ST2,2006-12/2007-03,Petersen grab,1 time sampling,1,day,ST2,-,-,-6.7186,107.2951,WGS84,ID,Java,West Java,Kabupaten Cianjur,Kecamatan Cikalongkulon,Muara Sungai Cikundul (Waduk Cirata),"Fresh Water Invertebrates of The United States. Pennak, WR. 1953.| A Journal of Zoology, Hydrobiology and Oceanography of the Indo-Australian Archipelago. Wegner, RMA & Lieftinck, AM. 1996.",Station 2
IPB-2007MH-RN023,IPB-2007MH-RN023-ST3,2006-12/2007-03,Petersen grab,1 time sampling,1,day,ST3,-,-,-6.7453,107.2692,WGS84,ID,Java,West Java,Kabupaten Cianjur,Kecamatan Mande,Muara Sungai Cibalagung (Waduk Cirata),"Fresh Water Invertebrates of The United States. Pennak, WR. 1953.| A Journal of Zoology, Hydrobiology and Oceanography of the Indo-Australian Archipelago. Wegner, RMA & Lieftinck, AM. 1996.",Station 3
IPB-2007MH-RN023,IPB-2007MH-RN023-ST4,2006-12/2007-03,Petersen grab,1 time sampling,1,day,ST4,-,-,-6.7651,107.2685,WGS84,ID,Java,West Java,Kabupaten Cianjur,Kecamatan Sukaluyu,Muara Sungai Cisokan (Waduk Cirata),"Fresh Water Invertebrates of The United States. Pennak, WR. 1953.| A Journal of Zoology, Hydrobiology and Oceanography of the Indo-Australian Archipelago. Wegner, RMA & Lieftinck, AM. 1996.",Station 4
IPB-2007MH-RN023,IPB-2007MH-RN023-ST5,2006-12/2007-03,Petersen grab,1 time sampling,1,day,ST5,-,-,-6.7751,107.2826,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Cipeundeuy,Muara Sungai Citarum (Waduk Cirata),"Fresh Water Invertebrates of The United States. Pennak, WR. 1953.| A Journal of Zoology, Hydrobiology and Oceanography of the Indo-Australian Archipelago. Wegner, RMA & Lieftinck, AM. 1996.",Station 5
IPB-2007ES-RN024,IPB-2007ES-RN024-ST1,2006-06/08,Surber,4 times sampling,900,centimetre square,ST1,-,-,-6.7626,106.8417,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Caringin,Desa Pasir Buncir (Hulu Sungai Cisadane),"Aquatic Diptera: Eggs, larvae, and pupae of aquatic flies. Johannsen, OA. 1969. | Aquatic entomology: The Fisherman's and ecologist's illustrated guide to insects and their relatives. McCafferty, WP. 1981. | Fresh-water invertebrates of the United States: 2nd edition. Pennak, RW. 1978. | Fresh-water invertebrates of the United States: 3rd edition. Pennak, RW. 1989.",Station 1
IPB-2007ES-RN024,IPB-2007ES-RN024-ST2,2006-06/08,Surber,4 times sampling,900,centimetre square,ST2,-,-,-6.7621,106.8414,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Caringin,Desa Pasir Buncir (Hulu Sungai Cisadane),"Aquatic Diptera: Eggs, larvae, and pupae of aquatic flies. Johannsen, OA. 1969. | Aquatic entomology: The Fisherman's and ecologist's illustrated guide to insects and their relatives. McCafferty, WP. 1981. | Fresh-water invertebrates of the United States: 2nd edition. Pennak, RW. 1978. | Fresh-water invertebrates of the United States: 3rd edition. Pennak, RW. 1989.",Station 2
IPB-2007ES-RN024,IPB-2007ES-RN024-ST3,2006-06/08,Surber,4 times sampling,900,centimetre square,ST3,-,-,-6.7619,106.8412,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Caringin,Desa Pasir Buncir (Hulu Sungai Cisadane),"Aquatic Diptera: Eggs, larvae, and pupae of aquatic flies. Johannsen, OA. 1969. | Aquatic entomology: The Fisherman's and ecologist's illustrated guide to insects and their relatives. McCafferty, WP. 1981. | Fresh-water invertebrates of the United States: 2nd edition. Pennak, RW. 1978. | Fresh-water invertebrates of the United States: 3rd edition. Pennak, RW. 1989.",Station 3
