eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,remarks
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-VE001,Human observation,1999-9-11/1999-9-25,Animalia,Spilocuscus maculatus,Spesies,Kuskus bertotol biasa | Wawuma mararu (Kusu merah),-2.926482,135.702443,WGS84,ID,6,,,Present,ada 6 betina dewasa spilocuscus maculatus
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-VE002,Human observation,1999-9-11/1999-9-25,Animalia,Spilocuscus maculatus,Spesies,Kuskus bertotol biasa,-2.926482,135.702443,WGS84,ID,5,,,Present,ada 5 jantan dewasa spilocuscus maculatus
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-VE003,Human observation,1999-9-11/1999-9-25,Animalia,Spilocuscus maculatus,Spesies,Kuskus bertotol biasa,-2.926482,135.702443,WGS84,ID,2,,,Present,"Di antara 6 betina Spilocuscus maculatus, terdapat 2 betina yang memiliki masing-masing 1 anak"
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-VE004,Human observation,1999-9-11/1999-9-25,Animalia,Phalanger orientalis,Spesies,Kuskus timur | Kuskus cokelat biasa | Wawuma marigwa (Kusu putih),-2.926482,135.702443,WGS84,ID,4,,,Present,peneliti  tidak menemukan phalalanger orientalis betina di pulau moor mereka hanya menemukan 4 jenis jantan dewasa
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-VE005,Human observation,1999-9-11/1999-9-25,Animalia,Phalanger permixtio,Spesies,Kuskus hutan perbukitan | Wawuma roo (Kusu hitam),-2.926482,135.702443,WGS84,ID,5,,,Present,Phalanger permixtio betina | Phalanger permixtio tidak dapat ditemukan di website GBIF maupun literasi yang lain
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-VE006,Human observation,1999-9-11/1999-9-25,Animalia,Phalanger permixtio,Spesies,Kuskus hutan perbukitan | Wawuma roo (Kusu hitam),-2.926482,135.702443,WGS84,ID,4,,,Present,"di antara 5 betina Phalanger permixtio, terdapat 2 betina yang memiliki masing-masing 2 anak"
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-VE007,Human observation,1999-9-11/1999-9-25,Animalia,Phalanger permixtio,Spesies,Kuskus hutan perbukitan | Wawuma roo (Kusu hitam),-2.926482,135.702443,WGS84,ID,5,,,Present,Phalanger permixtio jantan
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-EM001,Human observation,1999-9-11/1999-9-25,Plantae,Ficus,Genus,Ara | pohon ara | kayu ara,-2.926482,135.702443,WGS84,ID,,,,Present,"Tidak di sebutkan jumlah Ficus yang ada di pulau moor | Bagian yang dikonsumsi oleh kuskus adalah daun dan spesies yang memakan Ficus adalah Po, Pp, dan Sm"
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-EM002,Human observation,1999-9-11/1999-9-25,Plantae,Glocidion,Genus,,-2.926482,135.702443,WGS84,ID,,,,Present,"Tidak di sebutkan jumlah Glocidion yang ada di pulau moor | Penulisan Glocidion yang benar adalah Glochidion | Bagian yang di makan oleh kuskus adalah daun dan spesies yang memakan Glociodon adalah Po, Pp, dan Sm"
UNIPA-2000PD-AF001-PM001,UNIPA-2000PD-AF001-PM001-EM003,Human observation,1999-9-11/1999-9-25,Plantae,Gnetum gnemon,Spesies,,-2.926482,135.702443,WGS84,ID,,,,Present,"Tidak di sebutkan jumlah Gnetum gnemon yang ada di pulau moor | Bagian yang dimakan oleh kuskus adalah daun dan buah | dan spesies yang memakan Gnetum gnemon adalah Po, Pp, dan Sm"
