parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
UNIPA-2004SK-HS013,UNIPA-2004SK-HS013-PS001,2004-01-11/2004-01-23,Deskriptif studi kasus,Timbang duduk | Jerat | Parang | Meteran pita | pisau bedah | gunting bedah | kaliper mini | alat tulis,7,Individu,Pulau Soop,,,-0.889526,131.200065,WGS84,ID,PAPUA,Papua Barat,Kota Madya Sorong,Sorong,Pulau soop,di pulau soop hanya terdapat satu jenis
