eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,remarks
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN001,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Melanoides granifera,Species,Siput,-6.6989999999999998,106.98699999999999,WGS48,ID,288,288,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN002,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Melanoides punctata,Species,Siput,-6.6989999999999998,106.98699999999999,WGS48,ID,250,250,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN003,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Sulcospira sulcospira,Species,Siput,-6.6989999999999998,106.98699999999999,WGS48,ID,13,13,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN004,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Melanoides tuberculata,Species,Siput,-6.6989999999999998,106.98699999999999,WGS48,ID,501,501,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN005,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Melanoides turolusa,Species,Siput,-6.6989999999999998,106.98699999999999,WGS48,ID,188,188,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN006,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Syncera bedaliensis,Species,Ngengat,-6.531,108.350,WGS48,ID,89,89,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN007,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Brotia spadicea,Species,Siput,-6.531,108.350,WGS48,ID,88,88,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN008,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Melanoides riqueri,Species,Siput,-6.531,108.350,WGS48,ID,663,663,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN009,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Syncera nitida,Species,Ngengat,-6.531,108.350,WGS48,ID,36,36,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN010,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Strigilla carnaria,Species,Kerang,-6.531,108.350,WGS48,ID,25,25,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN011,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Strigilla patula,Species,Kerang,-6.531,108.350,WGS48,ID,25,25,individuals,present,
IPB-2000SR-RN004-ST1,IPB-2000SR-RN004-ST1-FN012,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Contradens contradens,Species,Kerang,-6.531,108.350,WGS48,ID,13,13,individuals,present,
IPB-2000SR-RN004-ST2,IPB-2000SR-RN004-ST2-FN001,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Melanoides tuberculata,Species,Siput,-6.378,108.289,WGS48,ID,50,50,individuals,present,
IPB-2000SR-RN004-ST2,IPB-2000SR-RN004-ST2-FN002,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Brotia spadicea,Species,Siput,-6.378,108.289,WGS48,ID,238,238,individuals,present,
IPB-2000SR-RN004-ST2,IPB-2000SR-RN004-ST2-FN003,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Simulium sp.,Genus,Lalat,-6.378,108.289,WGS48,ID,63,63,individuals,present,
IPB-2000SR-RN004-ST2,IPB-2000SR-RN004-ST2-FN004,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Nereis fucata,Species,Cacing Bulu,-6.378,108.289,WGS48,ID,13,13,individuals,present,
IPB-2000SR-RN004-ST2,IPB-2000SR-RN004-ST2-FN005,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Myriochele heeri,Species,Cacing,-6.378,108.289,WGS48,ID,13,13,individuals,present,
IPB-2000SR-RN004-ST3,IPB-2000SR-RN004-ST3-FN001,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Melanoides turolusa,Species,Siput,-6.295,108.340,WGS48,ID,25,25,individuals,present,
IPB-2000SR-RN004-ST3,IPB-2000SR-RN004-ST3-FN002,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Spirobolus marginantus,Species,Rumput,-6.295,108.340,WGS48,ID,13,13,individuals,present,
IPB-2000SR-RN004-ST3,IPB-2000SR-RN004-ST3-FN003,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Melanoides riqueri,Species,Siput,-6.295,108.340,WGS48,ID,13,13,individuals,present,
IPB-2000SR-RN004-ST3,IPB-2000SR-RN004-ST3-FN004,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Nereis fucata,Species,Cacing Bulu,-6.295,108.340,WGS48,ID,188,188,individuals,present,
IPB-2000SR-RN004-ST3,IPB-2000SR-RN004-ST3-FN005,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Macrobrachium acanthurus,Species,Udang,-6.295,108.340,WGS48,ID,99,99,individuals,present,
IPB-2000SR-RN004-ST4,IPB-2000SR-RN004-ST4-FN001,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Nereis fucata,Species,Cacing Bulu,-6.2859999999999996,108.242,WGS48,ID,25,25,individuals,present,
IPB-2000SR-RN004-ST4,IPB-2000SR-RN004-ST4-FN002,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Macrobrachium acanthurus,Species,Udang,-6.286,108.242,WGS48,ID,13,13,individuals,present,
IPB-2000MS-RN005-ST1,IPB-2000MS-RN005-ST1-FN001,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Brotia spadicea,Species,Siput,-6.962,108.082,WGS48,ID,-,3 | 3 | 0,density (individual/metre square),present,
IPB-2000MS-RN005-ST1,IPB-2000MS-RN005-ST1-FN002,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Brotia testudinaria,Species,Siput,-6.962,108.082,WGS48,ID,-,0 | 3 | 0,density (individual/metre square),present,
IPB-2000MS-RN005-ST1,IPB-2000MS-RN005-ST1-FN003,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Syncera sp.,Genus,Ngengat,-6.962,108.082,WGS48,ID,-,9 | 0 | 0,density (individual/metre square),present,
IPB-2000MS-RN005-ST1,IPB-2000MS-RN005-ST1-FN004,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Coenagrion sp.,Genus,Capung,-6.962,108.082,WGS48,ID,-,9 | 0 | 0,density (individual/metre square),present,
IPB-2000MS-RN005-ST1,IPB-2000MS-RN005-ST1-FN005,LivingSpecimen,1999-08 | 1999-10 | 2000-01,Animalia,Hydroptila sp.,Genus,Lalat Kadis,-6.962,108.082,WGS48,ID,-,19 | 0 | 0,density (individual/metre square),present,
