eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,remarks
UNIPA-2005MW-HS016-YM001,UNIPA-2005MW-HS016-YM001-EM001,Human Observation,2003-11-30/2003-12-20,Plantae,Callopylum inopphyllum,Species,Bitangggur,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Callopylum inopphyllum | Penulisan nama ilmia salah yang benar adalah Calophyllum inophyllum
UNIPA-2005MW-HS016-YM002,UNIPA-2005MW-HS016-YM002-EM002,Human Observation,2003-11-30/2003-12-20,Plantae,Terminalia cattapa,Species,ketapang,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Terminalia cattapa | Penulisan nama ilmia salah yang benar adalah Terminalia catappa
UNIPA-2005MW-HS016-YM003,UNIPA-2005MW-HS016-YM003-EM003,Human Observation,2003-11-30/2003-12-20,Plantae,Ficus benjamina,Species,"Berawe,beringin daun lebar",-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Ficus benjamina
UNIPA-2005MW-HS016-YM004,UNIPA-2005MW-HS016-YM004-EM004,Human Observation,2003-11-30/2003-12-20,Plantae,Ficus,Genus,"Buah roda,Pakar",-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Ficus sp| Didalam skripsi tidak disebutkan sampai pada tingkat spesies dari Ficus
UNIPA-2005MW-HS016-YM005,UNIPA-2005MW-HS016-YM005-EM005,Human Observation,2003-11-30/2003-12-20,Plantae,Morinda citrifolia,Species,"Mengkudu,Nyodom",-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Morinda citrifolia
UNIPA-2005MW-HS016-YM006,UNIPA-2005MW-HS016-YM006-EM006,Human Observation,2003-11-30/2003-12-20,Plantae,Inocarvus vagiferus,Species,"Gayang, ifei",-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Inocarvus vagiferus | vegetai ini tidak ditemukan dalam literasi manapun
UNIPA-2005MW-HS016-YM007,UNIPA-2005MW-HS016-YM007-EM007,Human Observation,2003-11-30/2003-12-20,Plantae,Oktomeles sumtarna,Species,Benuang,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Oktomeles sumtarna | Penulisan nama ilmiah salah yang benar adalah Octomeles sumatrana
UNIPA-2005MW-HS016-YM008,UNIPA-2005MW-HS016-YM008-EM008,Human Observation,2003-11-30/2003-12-20,Plantae,Myristica,Genus,Pala hutan,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Myrestica| Didalam skripsi tidak disebutkan sampai pada tingkat spesies
UNIPA-2005MW-HS016-YM009,UNIPA-2005MW-HS016-YM009-EM009,Human Observation,2003-11-30/2003-12-20,Plantae,Eugenia,Genus,"Jambu hutan,gora",-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Eugenia| Didalam skripsi tidak disebutkan sampai pada tingkat spesies
UNIPA-2005MW-HS016-YM010,UNIPA-2005MW-HS016-YM010-EM010,Human Observation,2003-11-30/2003-12-20,Plantae,Piper ciceba,Species,Siri hutan buah buah merah,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Piper ciceba| Penulisan nama ilmiah salah yang benar adalah Piper cubeba
UNIPA-2005MW-HS016-YM011,UNIPA-2005MW-HS016-YM011-EM011,Human Observation,2003-11-30/2003-12-20,Plantae,Piper nigrum,Species,siri hutam buah kuning,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Piper nigrum
UNIPA-2005MW-HS016-YM012,UNIPA-2005MW-HS016-YM012-EM012,Human Observation,2003-11-30/2003-12-20,Plantae,Muntingia calabura,Species,Gersyen,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Muntingia calabura
UNIPA-2005MW-HS016-YM013,UNIPA-2005MW-HS016-YM013-EM013,Human Observation,2003-11-30/2003-12-20,Plantae,Sesbania grandiflora,Species,Turi,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Sesbania grandiflora
UNIPA-2005MW-HS016-YM014,UNIPA-2005MW-HS016-YM014-EM014,Human Observation,2003-11-30/2003-12-20,Plantae,Pandanus,Genus,Pandan hutan,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Pandanus| Didalam skripsi tidak disebutkan sampai pada tingkat spesies
UNIPA-2005MW-HS016-YM015,UNIPA-2005MW-HS016-YM015-EM015,Human Observation,2003-11-30/2003-12-20,Plantae,Osmoxylon novaguinensis,Species,Gedi hutan,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Osmoxylon novaguinensis | Penulisan nama ilmiah salah yang benar adalah Osmoxylon novoguineensis
UNIPA-2005MW-HS016-YM016,UNIPA-2005MW-HS016-YM016-EM016,Human Observation,2003-11-30/2003-12-20,Plantae,Artocarpus,Genus,Sukun hutan,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Artocarpus| Didalam skripsi tidak disebutkan sampai pada tingkat spesies
UNIPA-2005MW-HS016-YM017,UNIPA-2005MW-HS016-YM017-EM017,Human Observation,2003-11-30/2003-12-20,Plantae,Spondias dulcis,Species,Kedondong hutan,-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Spondias dulcis
UNIPA-2005MW-HS016-YM018,UNIPA-2005MW-HS016-YM018-EM018,Human Observation,2003-11-30/2003-12-20,Plantae,Paraserienthes falcataria,Species,"Morare, sengon",-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Paraserienthes falcataria  | Penulisan nama ilmiah salah yang benar adalah Paraserianthes falcataria
UNIPA-2005MW-HS016-YM019,UNIPA-2005MW-HS016-YM019-EM019,Human Observation,2003-11-30/2003-12-20,Plantae,Tetramales nudiflora,Species,"Netvavo, tetra",-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Tetramales nudiflora   | Penulisan nama ilmiah salah yang benar adalah Tetrameles nudiflora
UNIPA-2005MW-HS016-YM020,UNIPA-2005MW-HS016-YM020-EM020,Human Observation,2003-11-30/2003-12-20,Plantae,Molothus,Genus,"Malt,Barwan",-2.008132,139.249916,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Molothus| Didalam skripsi tidak disebutkan sampai pada tingkat spesies | Vegetasi tidak ditemukan diliterasi manapun
