eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,remarks
UNIPA-2015YK-HS024-MN001,UNIPA-2015YK-HS024-MN001-MA001,Human Observation,2014-03/2014-07,Plantae,Trochus niloticus,Species,Siput lola,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Trochus niloticus
UNIPA-2015YK-HS024-MN002,UNIPA-2015YK-HS024-MN002-MA002,Human Observation,2014-03/2014-07,Plantae,Nerita polita,Species,Siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Nerita polita
UNIPA-2015YK-HS024-MN003,UNIPA-2015YK-HS024-MN003-MA003,Human Observation,2014-03/2014-07,Plantae,Nerita inscuipta,Species,Siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Nerita inscuipta| Penulisan nama ilmia salah yang benar adalah Nerita insculpta
UNIPA-2015YK-HS024-MN004,UNIPA-2015YK-HS024-MN004-MA004,Human Observation,2014-03/2014-07,Plantae,Cypeomorus tuberculatus,Species,Siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Cypeomorus tuberculatus  | Penulisan nama ilmah salah yang benar adalah Clypeomorus tuberculatus
UNIPA-2015YK-HS024-MN005,UNIPA-2015YK-HS024-MN005-MA005,Human Observation,2014-03/2014-07,Plantae,Cypraea moneta,Species,money cowry,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Cypraea moneta
UNIPA-2015YK-HS024-MN006,UNIPA-2015YK-HS024-MN006-MA006,Human Observation,2014-03/2014-07,Plantae,Polinices tumidus,Species,Keong laut,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Polinices tumidus
UNIPA-2015YK-HS024-MN007,UNIPA-2015YK-HS024-MN007-MA007,Human Observation,2014-03/2014-07,Plantae,Strombus minimus,Species,siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Strombus minimus
UNIPA-2015YK-HS024-MN008,UNIPA-2015YK-HS024-MN008-MA008,Human Observation,2014-03/2014-07,Plantae,Strombus dentatus,Species,siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Strombus dentatus
UNIPA-2015YK-HS024-MN009,UNIPA-2015YK-HS024-MN009-MA009,Human Observation,2014-03/2014-07,Plantae,Engina mendicaria,Species,siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Engina mendicaria
UNIPA-2015YK-HS024-MN010,UNIPA-2015YK-HS024-MN010-MA010,Human Observation,2014-03/2014-07,Plantae,Conus striatellus,Species,siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Conus striatellus
UNIPA-2015YK-HS024-MN011,UNIPA-2015YK-HS024-MN011-MA011,Human Observation,2014-03/2014-07,Plantae,Conus eburneus,Species,siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Conus eburneus
UNIPA-2015YK-HS024-MN012,UNIPA-2015YK-HS024-MN012-MA012,Human Observation,2014-03/2014-07,Plantae,Conus virgo,Species,siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Conus virgo
UNIPA-2015YK-HS024-MN013,UNIPA-2015YK-HS024-MN013-MA013,Human Observation,2014-03/2014-07,Plantae,Domiporta filaris,Species,siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Domiporta filaris
UNIPA-2015YK-HS024-MN014,UNIPA-2015YK-HS024-MN014-MA014,Human Observation,2014-03/2014-07,Plantae,Oliva cameola,Species,Siput laut,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Oliva cameola | Penulisan nama ilmia salah yang benar adalah Oliva carneola
UNIPA-2015YK-HS024-MN015,UNIPA-2015YK-HS024-MN015-MA015,Human Observation,2014-03/2014-07,Plantae,Oliva tessellata,Species,siput laut,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Oliva tessellata
UNIPA-2015YK-HS024-MN016,UNIPA-2015YK-HS024-MN016-MA016,Human Observation,2014-03/2014-07,Plantae,Terebra babylonia,Species,Siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Terebra babylonia
UNIPA-2015YK-HS024-MN017,UNIPA-2015YK-HS024-MN017-MA017,Human Observation,2014-03/2014-07,Plantae,Columbela scripta,Species,Siput,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Columbela scripta | Penulisan nama ilmia salah yang benar adalah Columbella scripta
UNIPA-2015YK-HS024-MN018,UNIPA-2015YK-HS024-MN018-MA018,Human Observation,2014-03/2014-07,Plantae,Pyrene ocellata,Species,siput bintik,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Pyrene ocellata
UNIPA-2015YK-HS024-MN019,UNIPA-2015YK-HS024-MN019-MA019,Human Observation,2014-03/2014-07,Plantae,Nassarius coronatus,Species,Kerang laut,-0.908374,134.099664,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu Nassarius coronatus
