parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,identificationReferences,remarks
IPB-2005MP-RN017,IPB-2005MP-RN017-ST1,2005-06/07,Surber,3 times sampling,400,centimetre square,ST1,-,-,-5.4638,105.4784,WGS84,ID,Sumatera,Lampung,Kabupaten Lampung Selatan,Kecamatan Katibung,Desa Neglasari (Sungai Way Sulan Kecil di sekitar outlet limbah industri tapioka PT. Florindo Makmur),"Laboratorium Zoologi, FMIPA, Universitas Lampung",Station 1
IPB-2005MP-RN017,IPB-2005MP-RN017-ST2,2005-06/07,Surber,3 times sampling,400,centimetre square,ST2,-,-,-5.4621,105.4775,WGS84,ID,Sumatera,Lampung,Kabupaten Lampung Selatan,Kecamatan Katibung,Desa Neglasari (Sungai Way Sulan Kecil di sekitar outlet limbah industri tapioka PT. Florindo Makmur),"Laboratorium Zoologi, FMIPA, Universitas Lampung",Station 2
IPB-2005MP-RN017,IPB-2005MP-RN017-ST3,2005-06/07,Surber,3 times sampling,400,centimetre square,ST3,-,-,-5.4601,105.4785,WGS84,ID,Sumatera,Lampung,Kabupaten Lampung Selatan,Kecamatan Katibung,Desa Neglasari (Sungai Way Sulan Kecil di sekitar outlet limbah industri tapioka PT. Florindo Makmur),"Laboratorium Zoologi, FMIPA, Universitas Lampung",Station 3
IPB-2005MP-RN017,IPB-2005MP-RN017-ST4,2005-06/07,Surber,3 times sampling,400,centimetre square,ST4,-,-,-5.4586,105.4768,WGS84,ID,Sumatera,Lampung,Kabupaten Lampung Selatan,Kecamatan Katibung,Desa Neglasari (Sungai Way Sulan Kecil di sekitar outlet limbah industri tapioka PT. Florindo Makmur),"Laboratorium Zoologi, FMIPA, Universitas Lampung",Station 4
IPB-2006FB-RN018,IPB-2006FB-RN018-ST1,2004-07/08,Quadrat plot,Transect with 25mx20m,1,metre square,ST1,-,-,-0.2904,100.1522,WGS84,ID,Sumatera,West Sumatera,Kabupaten Agam,Kecamatan Tanjung Raya,Bagian utara Danau Maninjau,"The mollusca fauna of Panaitan (Prinseneiland) land and freshwater mollusca. Butot, LJM. 1995. | Siput dan Kerang Indonesia I  (Indonesian Shell). Dharma. 1988. | Systematic studies on the non-marine mollusca of the Indo-Australian Archipelago. Jutting, BWSS. 1956. | Protozoa to Mollusca. Penak, RW. 1989.",Station 1
IPB-2006FB-RN018,IPB-2006FB-RN018-ST2,2004-07/08,Quadrat plot,Transect with 25mx20m,1,metre square,ST2,-,-,-0.2807,100.1592,WGS84,ID,Sumatera,West Sumatera,Kabupaten Agam,Kecamatan Tanjung Raya,Bagian utara Danau Maninjau,"The mollusca fauna of Panaitan (Prinseneiland) land and freshwater mollusca. Butot, LJM. 1995. | Siput dan Kerang Indonesia I  (Indonesian Shell). Dharma. 1988. | Systematic studies on the non-marine mollusca of the Indo-Australian Archipelago. Jutting, BWSS. 1956. | Protozoa to Mollusca. Penak, RW. 1989.",Station 2
IPB-2006FB-RN018,IPB-2006FB-RN018-ST3,2004-07/08,Quadrat plot,Transect with 25mx20m,1,metre square,ST3,-,-,-0.2948,100.1609,WGS84,ID,Sumatera,West Sumatera,Kabupaten Agam,Kecamatan Tanjung Raya,Bagian utara Danau Maninjau,"The mollusca fauna of Panaitan (Prinseneiland) land and freshwater mollusca. Butot, LJM. 1995. | Siput dan Kerang Indonesia I  (Indonesian Shell). Dharma. 1988. | Systematic studies on the non-marine mollusca of the Indo-Australian Archipelago. Jutting, BWSS. 1956. | Protozoa to Mollusca. Penak, RW. 1989.",Station 3
IPB-2006FB-RN018,IPB-2006FB-RN018-ST4,2004-07/08,Quadrat plot,Transect with 25mx20m,1,metre square,ST4,-,-,-0.2556,100.1961,WGS84,ID,Sumatera,West Sumatera,Kabupaten Agam,Kecamatan Tanjung Raya,Bagian utara Danau Maninjau,"The mollusca fauna of Panaitan (Prinseneiland) land and freshwater mollusca. Butot, LJM. 1995. | Siput dan Kerang Indonesia I  (Indonesian Shell). Dharma. 1988. | Systematic studies on the non-marine mollusca of the Indo-Australian Archipelago. Jutting, BWSS. 1956. | Protozoa to Mollusca. Penak, RW. 1989.",Station 4
IPB-2006DP-RN019,IPB-2006DP-RN019-ST1,2004-07/09,Petersen grab,3 times sampling,400,centimetre square,ST1,-,-,-6.9155278,107.3739444,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Batujajar,Desa Saguling (Waduk Saguling: daerah outlet/DAM),"A Guide to the Study of Fresh-water Biology. Needham, PR & JG Needham. 1962. | Bay of Fundy Species Information. Turgeon, DD et al. 1998.",Station 1
IPB-2006DP-RN019,IPB-2006DP-RN019-ST2,2004-07/09,Petersen grab,3 times sampling,400,centimetre square,ST2,-,-,-6.9547222,107.4351667,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Cililin,Desa Bongas (Waduk Saguling: daerah kegiatan budidaya KJA),"A Guide to the Study of Fresh-water Biology. Needham, PR & JG Needham. 1962. | Bay of Fundy Species Information. Turgeon, DD et al. 1998.",Station 2
