parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,identificationReferences,remarks
IPB-2006DP-RN019,IPB-2006DP-RN019-ST3,2004-07/09,Petersen grab,3 times sampling,400,centimetre square,ST3,-,-,-6.9017222,107.4321944,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Cihampelas,Desa Mekarjaya (Waduk Saguling: zona transisi),"A Guide to the Study of Fresh-water Biology. Needham, PR & JG Needham. 1962. | Bay of Fundy Species Information. Turgeon, DD et al. 1998.",Station 3
IPB-2006DP-RN019,IPB-2006DP-RN019-ST4,2004-07/09,Petersen grab,3 times sampling,400,centimetre square,ST4,-,-,-6.9155278,107.3739444,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Cihampelas,Desa Cihampelas (Waduk Saguling: daerah inlet),"A Guide to the Study of Fresh-water Biology. Needham, PR & JG Needham. 1962. | Bay of Fundy Species Information. Turgeon, DD et al. 1998.",Station 4
IPB-2006MH-RN020,IPB-2006MH-RN020-ST1,2005-04/05,Ekman grab,4 times sampling; each station 5 times repetition,500,centimetre square,ST1,-,-,-6.7497,107.2876,WGS84,ID,Java,West Java,Kabupaten Cianjur,Kecamatan Karangtengah,Waduk Cirata: daerah KJA,"Revision of Fresh Water Gastropod. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 1
IPB-2006MH-RN020,IPB-2006MH-RN020-ST2,2005-04/05,Ekman grab,4 times sampling; each station 5 times repetition,500,centimetre square,ST2,-,-,-6.7428,107.2882,WGS84,ID,Java,West Java,Kabupaten Cianjur,Kecamatan Karangtengah,Waduk Cirata: 15 m dari KJA,"Revision of Fresh Water Gastropod. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 2
IPB-2006MH-RN020,IPB-2006MH-RN020-ST3,2005-04/05,Ekman grab,4 times sampling; each station 5 times repetition,500,centimetre square,ST3,-,-,-6.7205,107.3135,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Cipeundeuy,Waduk Cirata: daerah non KJA,"Revision of Fresh Water Gastropod. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 3
IPB-2006MH-RN020,IPB-2006MH-RN020-ST4,2005-04/05,Ekman grab,4 times sampling; each station 5 times repetition,500,centimetre square,ST4,-,-,-6.6988,107.3571,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Cipeundeuy,Waduk Cirata: daerah outlet,"Revision of Fresh Water Gastropod. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 4
IPB-2006IL-RN021,IPB-2006IL-RN021-ST1,2005-04/05,Ekman grab,4 times sampling; each station 5 times repetition,500,centimetre square,ST1,-,-,-6.7664,107.2743,WGS84,ID,Java,West Java,Kabupaten Cianjur,Kecamatan Sukaluyu,Waduk Cirata: daerah inlet,"Revision of Fresh Water Gastropod. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 1
IPB-2006IL-RN021,IPB-2006IL-RN021-ST2,2005-04/05,Ekman grab,4 times sampling; each station 5 times repetition,500,centimetre square,ST2,-,-,-6.7538,107.2853,WGS84,ID,Java,West Java,Kabupaten Cianjur,Kecamatan Sukaluyu,Waduk Cirata: daerah KJA,"Revision of Fresh Water Gastropod. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 2
IPB-2006IL-RN021,IPB-2006IL-RN021-ST3,2005-04/05,Ekman grab,4 times sampling; each station 5 times repetition,500,centimetre square,ST3,-,-,-6.7119,107.3295,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Cipeundeuy,Waduk Cirata: daerah non KJA,"Revision of Fresh Water Gastropod. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 3
IPB-2006IL-RN021,IPB-2006IL-RN021-ST4,2005-04/05,Ekman grab,4 times sampling; each station 5 times repetition,500,centimetre square,ST4,-,-,-6.7012,107.3617,WGS84,ID,Java,West Java,Kabupaten Bandung Barat,Kecamatan Cipeundeuy,Waduk Cirata: daerah outlet,"Revision of Fresh Water Gastropod. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 4
