eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,identificationReferences,remarks
UI-2010FR-RL024-S1T1K4,UI-2010FR-RL024-S1T1K4-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,1,Individual,,,,
UI-2010FR-RL024-S1T1K5,UI-2010FR-RL024-S1T1K5-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,2,Individuals,,,,
UI-2010FR-RL024-S1T2K4,UI-2010FR-RL024-S1T2K4-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,1,Individual,,,,
UI-2010FR-RL024-S1T2K5,UI-2010FR-RL024-S1T2K5-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,2,Individuals,,,,
UI-2010FR-RL024-S1T3K4,UI-2010FR-RL024-S1T3K4-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,1,Individual,,,,
UI-2010FR-RL024-S1T3K5,UI-2010FR-RL024-S1T3K5-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,2,Individuals,,,,
UI-2010FR-RL024-S2T1K1,UI-2010FR-RL024-S2T1K1-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,3,Individuals,,,,
UI-2010FR-RL024-S2T1K2,UI-2010FR-RL024-S2T1K2-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,1,Individual,,,,
UI-2010FR-RL024-S2T1K3,UI-2010FR-RL024-S2T1K3-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,1,Individual,,,,
UI-2010FR-RL024-S2T1K4,UI-2010FR-RL024-S2T1K4-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,2,Individuals,,,,
UI-2010FR-RL024-S2T1K5,UI-2010FR-RL024-S2T1K5-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,2,Individuals,,,,
UI-2010FR-RL024-S2T2K1,UI-2010FR-RL024-S2T2K1-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,2,Individuals,,,,
UI-2010FR-RL024-S2T2K2,UI-2010FR-RL024-S2T2K2-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,3,Individuals,,,,
UI-2010FR-RL024-S2T2K3,UI-2010FR-RL024-S2T2K3-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,3,Individuals,,,,
UI-2010FR-RL024-S2T2K4,UI-2010FR-RL024-S2T2K4-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,4,Individuals,,,,
UI-2010FR-RL024-S2T2K5,UI-2010FR-RL024-S2T2K5-FN001,HumanObservation,2010-06,Animalia,Anandara antiquata,Species,,-0.2333333,78.7666667,,ID,4,Individuals,,,,
