eventID,occurrenceID,basisOfRecord,eventDate,kingdom,scientificName,taxonRank,vernacularName,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,remarks
UNIPA-2007IR-HS017-TR001,UNIPA-2007IR-HS017-TR001-VE001,Human Observation,2006-11-06/2006-12-29,Animalia,Casuarius,Species,Burung kasuari,-1.149911,134.116025,WGS84,ID,?,,,Present,didalam skripsi tidak disebutkan jumlah individu dari Casuarius
UNIPA-2007IR-HS017-TR002,UNIPA-2007IR-HS017-TR002-VE002,Human Observation,2006-11-06/2006-12-29,Animalia,Megapodius,Genus,Burung Maleo,-1.149911,134.116025,WGS84,ID,?,,,Present,didalam skripsi tidak disebutkan jumlah individu dari Megapiodius| tidak disebutkan sampai pada tingkat spesies
UNIPA-2007IR-HS017-TR003,UNIPA-2007IR-HS017-TR003-VE003,Human Observation,2006-11-06/2006-12-29,Animalia,Goura,Genus,Burung mambruk,-1.149911,134.116025,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari Gaura |Didalam skripsi tidak disebutkan sampai pada tingkat spesies
UNIPA-2007IR-HS017-TR004,UNIPA-2007IR-HS017-TR004-VE004,Human Observation,2006-11-06/2006-12-29,Animalia,Lorius lory,Species,Kasturi kepala hitam,-1.149911,134.116025,WGS84,ID,?,,,Present,didalam skripsi tidak disebutkan jumlah individu dari Lorius lory
UNIPA-2007IR-HS017-TR005,UNIPA-2007IR-HS017-TR005-VE005,Human Observation,2006-11-06/2006-12-29,Animalia,Paradisae,Genus,Cenderawasi,-1.149911,134.116025,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari vegetasi Paradisae | didalam skripsi tidak disebutkan sampai pada tingkat spesies
UNIPA-2007IR-HS017-TR006,UNIPA-2007IR-HS017-TR006-VE006,Human Observation,2006-11-06/2006-12-29,Animalia,Cacatua galerita,Species,Kakatua koki,-1.149911,134.116025,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari Cacatua calerita
UNIPA-2007IR-HS017-TR007,UNIPA-2007IR-HS017-TR007-VE007,Human Observation,2006-11-06/2006-12-29,Animalia,Probosciger aterrimus,Species,Kakatua raja,-1.149911,134.116025,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari Probosciger aterrimus
UNIPA-2007IR-HS017-TR008,UNIPA-2007IR-HS017-TR008-VE008,Human Observation,2006-11-06/2006-12-29,Animalia,Ducula,Genus,Kumkum,-1.149911,134.116025,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari Ducula | didalam skripsi tidak disebutkan sampai pada tingkat spesies
UNIPA-2007IR-HS017-TR009,UNIPA-2007IR-HS017-TR009-VE009,Human Observation,2006-11-06/2006-12-29,Animalia,Columbidae,Genus,Merpati,-1.149911,134.116025,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari Columbidae | didalam skripsi tidak disebutkan sampai pada tingkat spesies
UNIPA-2007IR-HS017-TR010,UNIPA-2007IR-HS017-TR010-VE010,Human Observation,2006-11-06/2006-12-29,Animalia,Rhyticeros plicatus,Species,Julang Papua,-1.149911,134.116025,WGS84,ID,?,,,Present,Didalam skripsi tidak disebutkan jumlah individu dari Rhyticeros plicatus
