parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,identificationReferences,remarks
IPB-2001IS-RN007,IPB-2001IS-RN007-ST3,2000-11/2001-01,Ekman grab,3 times sampling; each station 3 times repetition,225,centimetre square,ST3,-,-,-6.2157,107.0308,WGS84,ID,Java,West Java,Kabupaten Bekasi,Kecamatan Babelan,Desa Babelan (hilir Sungai Bekasi),"Freshwater Biology. Edmonson, WT. 1956. | The Invertebrates: A New Synthesis. Golding, VB. 1989. | Treubia: A journal of zoology, hydrobiology, and oceanography of The Indo-Australian Archipelago. Jutting, VB. 1956. | Freshwater Biology. Needham, JG & P. Needham. 1963. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 3
IPB-2001JS-RN008,IPB-2001JS-RN008-ST1,2000-09/10,Petersen grab,3 times sampling,300,centimetre square,ST1,-,-,-6.36992,106.89983,WGS84,ID,Java,DKI Jakarta,Kabupaten Jakarta Timur,Kecamatan Ciracas,Cibubur (di bagian inlet Situ Baru),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998.",Station 1
IPB-2001JS-RN008,IPB-2001JS-RN008-ST2,2000-09/10,Petersen grab,3 times sampling,300,centimetre square,ST2,-,-,-6.37196,106.89760,WGS84,ID,Java,DKI Jakarta,Kabupaten Jakarta Timur,Kecamatan Ciracas,Cibubur (di bagian outlet Situ Baru),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998.",Station 2
IPB-2001JS-RN008,IPB-2001JS-RN008-ST3,2000-09/10,Petersen grab,3 times sampling,300,centimetre square,ST3,-,-,-6.37048,106.89863,WGS84,ID,Java,DKI Jakarta,Kabupaten Jakarta Timur,Kecamatan Ciracas,Cibubur (di bagian tengah Situ Baru),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998.",Station 3
IPB-2001JS-RN008,IPB-2001JS-RN008-ST4,2000-09/10,Petersen grab,3 times sampling,300,centimetre square,ST4,-,-,-6.37001,106.89782,WGS84,ID,Java,DKI Jakarta,Kabupaten Jakarta Timur,Kecamatan Ciracas,Cibubur (di bagian utara Situ Baru),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998.",Station 4
IPB-2001JS-RN008,IPB-2001JS-RN008-ST5,2000-09/10,Petersen grab,3 times sampling,300,centimetre square,ST5,-,-,-6.37349,106.89710,WGS84,ID,Java,DKI Jakarta,Kabupaten Jakarta Timur,Kecamatan Ciracas,Cibubur (di bagian barat Situ Baru),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998.",Station 5
IPB-2001VP-RN009,IPB-2001VP-RN009-ST1,2000-09/2001-01,Surber,5 times sampling; each station 3 times repetition,5,days,ST1,-,-,-6.4911,106.8885,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Citeureup,Desa Tajur (Jembatan Tarikolot: Sungai Cileungsi),"Freshwater Biology. Edmonson, WT. 1956. | The Invertebrates: A New Synthesis. Golding, VB. 1989. | A journal of Zoology and Oceanography of The Indo-Australian Archipelago: Treubia. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 1
IPB-2001VP-RN009,IPB-2001VP-RN009-ST2,2000-09/2001-01,Surber,5 times sampling; each station 3 times repetition,5,days,ST2,-,-,-6.4716,106.8992,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Gunung Putri,Desa Bantarjati (Jembatan Nambo: Sungai Cileungsi),"Freshwater Biology. Edmonson, WT. 1956. | The Invertebrates: A New Synthesis. Golding, VB. 1989. | A journal of Zoology and Oceanography of The Indo-Australian Archipelago: Treubia. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 2
IPB-2001VP-RN009,IPB-2001VP-RN009-ST3,2000-09/2001-01,Ekman grab,5 times sampling; each station 3 times repetition,5,days,ST3,-,-,-6.3232,106.9767,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Gunung Putri,Desa Bojongkulur (Pangkalan Tujuh: hulu Sungai Cileungsi),"Freshwater Biology. Edmonson, WT. 1956. | The Invertebrates: A New Synthesis. Golding, VB. 1989. | A journal of Zoology and Oceanography of The Indo-Australian Archipelago: Treubia. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 3
IPB-2001VP-RN009,IPB-2001VP-RN009-ST4,2000-09/2001-01,Ekman grab,5 times sampling; each station 3 times repetition,5,days,ST4,-,-,-6.2529,106.9977,WGS84,ID,Java,West Java,Kabupaten Bekasi,Kecamatan Bekasi Timur,Desa Margahayu (Intake PDAM Bekasi: hilir Sungai Bekasi),"Freshwater Biology. Edmonson, WT. 1956. | The Invertebrates: A New Synthesis. Golding, VB. 1989. | A journal of Zoology and Oceanography of The Indo-Australian Archipelago: Treubia. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 4
IPB-2001VP-RN009,IPB-2001VP-RN009-ST5,2000-09/2001-01,Ekman grab,5 times sampling; each station 3 times repetition,5,days,ST5,-,-,-6.2157,107.0308,WGS84,ID,Java,West Java,Kabupaten Bekasi,Kecamatan Babelan,Desa Babelan (hilir Sungai Bekasi),"Freshwater Biology. Edmonson, WT. 1956. | The Invertebrates: A New Synthesis. Golding, VB. 1989. | A journal of Zoology and Oceanography of The Indo-Australian Archipelago: Treubia. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 5
IPB-2002IL-RN010,IPB-2002IL-RN010-ST1,2000-08-24 | 2000-09-18 | 2000-10-16 | 2000-11-13,Ekman grab,4 times sampling; each station 3 times repetition,225,centimetre square,ST1,-,-,-6.4916,106.8512,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Cibinong,Di bagian inlet Situ Cibuntu,"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Freshwater Invertebrates of the United States. Pennak, RW. 1989.",Station 1
IPB-2002IL-RN010,IPB-2002IL-RN010-ST2,2000-08-24 | 2000-09-18 | 2000-10-16 | 2000-11-13,Ekman grab,4 times sampling; each station 3 times repetition,225,centimetre square,ST2,-,-,-6.4912,106.8511,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Cibinong,Di bagian tengah dekat inlet Situ Cibuntu,"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Freshwater Invertebrates of the United States. Pennak, RW. 1989.",Station 2
IPB-2002IL-RN010,IPB-2002IL-RN010-ST3,2000-08-24 | 2000-09-18 | 2000-10-16 | 2000-11-13,Ekman grab,4 times sampling; each station 3 times repetition,225,centimetre square,ST3,-,-,-6.4908,106.8516,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Cibinong,Di bagian pinggir daerah rerumputan Situ Cibuntu,"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Freshwater Invertebrates of the United States. Pennak, RW. 1989.",Station 3
IPB-2002IL-RN010,IPB-2002IL-RN010-ST4,2000-08-24 | 2000-09-18 | 2000-10-16 | 2000-11-13,Ekman grab,4 times sampling; each station 3 times repetition,225,centimetre square,ST4,-,-,-6.4904,106.8514,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Cibinong,Di bagian tengah Situ Cibuntu,"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Freshwater Invertebrates of the United States. Pennak, RW. 1989.",Station 4
IPB-2002IL-RN010,IPB-2002IL-RN010-ST5,2000-08-24 | 2000-09-18 | 2000-10-16 | 2000-11-13,Ekman grab,4 times sampling; each station 3 times repetition,225,centimetre square,ST5,-,-,-6.4903,106.8521,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Cibinong,Di bagian spillway Situ Cibuntu,"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Freshwater Invertebrates of the United States. Pennak, RW. 1989.",Station 5
IPB-2002IL-RN010,IPB-2002IL-RN010-ST6,2000-08-24 | 2000-09-18 | 2000-10-16 | 2000-11-13,Ekman grab,4 times sampling; each station 3 times repetition,225,centimetre square,ST6,-,-,-6.4901,106.8513,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Cibinong,Di bagian outlet Situ Cibuntu,"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Freshwater Invertebrates of the United States. Pennak, RW. 1989.",Station 6
IPB-2002IL-RN010,IPB-2002IL-RN010-ST7,2000-08-24 | 2000-09-18 | 2000-10-16 | 2000-11-13,Ekman grab,4 times sampling; each station 3 times repetition,225,centimetre square,ST7,-,-,-6.4905,106.8509,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Cibinong,Di bagian pinggir kebun campuran Situ Cibuntu,"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Freshwater Invertebrates of the United States. Pennak, RW. 1989.",Station 7
