parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,identificationReferences,remarks
IPB-2000SR-RN004,IPB-2000SR-RN004-ST1,1999-08 | 1999-10 | 2000-01,Ekman dredge,3 times sampling,400,centimetre square,ST1,-,-,-6.531,108.350,WGS84,ID,Java,West Java,Kabupaten Indramayu,Kecamatan Jatibarang,Desa Kertasemaya (muara Sungai Cimanuk),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 1
IPB-2000SR-RN004,IPB-2000SR-RN004-ST2,1999-08 | 1999-10 | 2000-01,Ekman dredge,3 times sampling,400,centimetre square,ST2,-,-,-6.378,108.289,WGS84,ID,Java,West Java,Kabupaten Indramayu,Kecamatan Lohbener,Desa Rambatan Kulon (muara Sungai Cimanuk),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 2
IPB-2000SR-RN004,IPB-2000SR-RN004-ST3,1999-08 | 1999-10 | 2000-01,Ekman dredge,3 times sampling,400,centimetre square,ST3,-,-,-6.295,108.340,WGS84,ID,Java,West Java,Kabupaten Indramayu,Kecamatan Pasekan,Desa Brondong (muara Sungai Cimanuk),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 3
IPB-2000SR-RN004,IPB-2000SR-RN004-ST4,1999-08 | 1999-10 | 2000-01,Ekman dredge,3 times sampling,400,centimetre square,ST4,-,-,-6.286,108.242,WGS84,ID,Java,West Java,Kabupaten Indramayu,Kecamatan Cantigi,Desa Lamarantarung (muara Sungai Cimanuk),"Revision of Freshwater Gastropods. Jutting, W & SV Bethem. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 4
IPB-2000MS-RN005,IPB-2000MS-RN005-ST1,1999-08 | 1999-10 | 2000-01,Ekman dredge | Surber,3 times sampling; each station 2 times repetition,400 | 1600,centimetre square,ST1,-,-,-6.962,108.082,WGS84,ID,Java,West Java,Kabupaten Sumedang,Kecamatan Wado,Di hulu Sungai Cimanuk,"Freshwater Biology. Edmonson, WT. 1956. | Sistematic Studies on the Non-Marine Mollusca of the Indo-Australian Archipelago. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 1
IPB-2000MS-RN005,IPB-2000MS-RN005-ST2,1999-08 | 1999-10 | 2000-02,Ekman dredge | Surber,3 times sampling; each station 2 times repetition,400 | 1600,centimetre square,ST2,-,-,-6.844,107.933,WGS84,ID,Java,West Java,Kabupaten Sumedang,Kecamatan Rancamulya,Dekat pabrik tahu (di Sungai Cipeles),"Freshwater Biology. Edmonson, WT. 1956. | Sistematic Studies on the Non-Marine Mollusca of the Indo-Australian Archipelago. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 2
IPB-2000MS-RN005,IPB-2000MS-RN005-ST3,1999-08 | 1999-10 | 2000-03,Ekman dredge | Surber,3 times sampling; each station 2 times repetition,400 | 1600,centimetre square,ST3,-,-,-6.789,107.090,WGS84,ID,Java,West Java,Kabupaten Sumedang,Kecamatan Tomo,Dekat pabrik kanji (di Sungai Cimanuk),"Freshwater Biology. Edmonson, WT. 1956. | Sistematic Studies on the Non-Marine Mollusca of the Indo-Australian Archipelago. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 3
IPB-2000MS-RN005,IPB-2000MS-RN005-ST4,1999-08 | 1999-10 | 2000-04,Ekman dredge | Surber,3 times sampling; each station 2 times repetition,400 | 1600,centimetre square,ST4,-,-,-6.662,108.221,WGS84,ID,Java,West Java,Kabupaten Sumedang,Kecamatan Jatitujuh,Di DAM Rentang (di Sungai Cimanuk),"Freshwater Biology. Edmonson, WT. 1956. | Sistematic Studies on the Non-Marine Mollusca of the Indo-Australian Archipelago. Jutting, VB. 1956. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 4
IPB-2000RH-RN006,IPB-2000RH-RN006-ST1,1999-09-14/15 | 1999-09-21/22 | 1999-09-28/29,Surber | Petersen grab,3 times sampling,900 | 360,centimetre square,ST1,-,-,-6.6158,106.7097,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Dramaga,Desa Purwasari (hulu Sungai Cihideung),"A Journal of Zoology, Hydrobiology, and Oceanography of The Indo-Australian Archipelago. Jutting, VB. 1956. | A Guide to Study of Freshwater Biology. Needham, JG & P. Needham. 1962. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998. | Ecology and Classification of North American Freshwater Invertebrates. Thorp, JH & AP Covich. 1991.",Station 1
IPB-2000RH-RN006,IPB-2000RH-RN006-ST2,1999-09-14/15 | 1999-09-21/22 | 1999-09-28/29,Surber | Petersen grab,3 times sampling,900 | 360,centimetre square,ST2,-,-,-6.5891,106.7222,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Dramaga,Desa Cibeureum (daerah sudah banyak pemukiman),"A Journal of Zoology, Hydrobiology, and Oceanography of The Indo-Australian Archipelago. Jutting, VB. 1956. | A Guide to Study of Freshwater Biology. Needham, JG & P. Needham. 1962. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998. | Ecology and Classification of North American Freshwater Invertebrates. Thorp, JH & AP Covich. 1991.",Station 2
IPB-2000RH-RN006,IPB-2000RH-RN006-ST3,1999-09-14/15 | 1999-09-21/22 | 1999-09-28/29,Surber | Petersen grab,3 times sampling,900 | 360,centimetre square,ST3,-,-,-6.5629,106.7227,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Dramaga,Desa Dramaga (di bawah jembatan raya Darmaga),"A Journal of Zoology, Hydrobiology, and Oceanography of The Indo-Australian Archipelago. Jutting, VB. 1956. | A Guide to Study of Freshwater Biology. Needham, JG & P. Needham. 1962. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998. | Ecology and Classification of North American Freshwater Invertebrates. Thorp, JH & AP Covich. 1991.",Station 3
IPB-2000RH-RN006,IPB-2000RH-RN006-ST4,1999-09-14/15 | 1999-09-21/22 | 1999-09-28/29,Surber | Petersen grab,3 times sampling,900 | 360,centimetre square,ST4,-,-,-6.5581,106.7191,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Dramaga,Desa Babakan (setelah tempat penjernihan air IPB),"A Journal of Zoology, Hydrobiology, and Oceanography of The Indo-Australian Archipelago. Jutting, VB. 1956. | A Guide to Study of Freshwater Biology. Needham, JG & P. Needham. 1962. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998. | Ecology and Classification of North American Freshwater Invertebrates. Thorp, JH & AP Covich. 1991.",Station 4
IPB-2000RH-RN006,IPB-2000RH-RN006-ST5,1999-09-14/15 | 1999-09-21/22 | 1999-09-28/29,Surber | Petersen grab,3 times sampling,900 | 360,centimetre square,ST5,-,-,-6.5449,106.7144,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Ciampea,Desa Cibanteng (hilir Sungai Cihideung),"A Journal of Zoology, Hydrobiology, and Oceanography of The Indo-Australian Archipelago. Jutting, VB. 1956. | A Guide to Study of Freshwater Biology. Needham, JG & P. Needham. 1962. | Freshwater Invertebrates of the United States. Pennak, RW. 1978. | Avertebrata Air untuk Mahasiswa Perikanan. Suwignyo, S. 1998. | Ecology and Classification of North American Freshwater Invertebrates. Thorp, JH & AP Covich. 1991.",Station 5
IPB-2001IS-RN007,IPB-2001IS-RN007-ST1,2000-11/2001-01,Ekman grab,3 times sampling; each station 3 times repetition,225,centimetre square,ST1,-,-,-6.3232,106.9767,WGS84,ID,Java,West Java,Kabupaten Bogor,Kecamatan Gunung Putri,Desa Bojongkulur (Pangkalan Tujuh :hulu Sungai Cileungsi),"Freshwater Biology. Edmonson, WT. 1956. | The Invertebrates: A New Synthesis. Golding, VB. 1989. | Treubia: A journal of zoology, hydrobiology, and oceanography of The Indo-Australian Archipelago. Jutting, VB. 1956. | Freshwater Biology. Needham, JG & P. Needham. 1963. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 1
IPB-2001IS-RN007,IPB-2001IS-RN007-ST2,2000-11/2001-01,Ekman grab,3 times sampling; each station 3 times repetition,225,centimetre square,ST2,-,-,-6.2529,106.9977,WGS84,ID,Java,West Java,Kabupaten Bekasi,Kecamatan Bekasi Timur,Desa Margahayu (Intake PDAM Bekasi: hilir Sungai Bekasi),"Freshwater Biology. Edmonson, WT. 1956. | The Invertebrates: A New Synthesis. Golding, VB. 1989. | Treubia: A journal of zoology, hydrobiology, and oceanography of The Indo-Australian Archipelago. Jutting, VB. 1956. | Freshwater Biology. Needham, JG & P. Needham. 1963. | Freshwater Invertebrates of the United States. Pennak, RW. 1978.",Station 2
