parentEventID,eventID,eventDate,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,locationID,footprintWKT,footprintSRS,decimalLatitude,decimalLongitude,geodeticDatum,countryCode,islandGroup,stateProvince,county,municipality,locality,remarks
UGM-2015WM-AN025,UGM-2015WM-AN025-TR001,2014-06/2015-03,Exploration,Observation|sampling species for identification|measuring environmental parameters,10000,m square,,,,-7.840469,110.5099801,WGS84,ID,JAVA,D.I.Yogyakarta,Gunung Kidul,,Gunung Ngelanggran,
UGM-2015WM-AN025,UGM-2015WM-AN025-TR002,2014-06/2015-03,Exploration,Observation|sampling species for identification|measuring environmental parameters,10000,m square,,,,-7.7879451,110.3533731,WGS84,ID,JAVA,D.I.Yogyakarta,Yogyakarta,,Kali Winongo,
UGM-2015WM-AN025,UGM-2015WM-AN025-TR003,2014-06/2015-03,Exploration,Observation|sampling species for identification|measuring environmental parameters,10000,m square,,,,-7.5840065,110.4151062,WGS84,ID,JAVA,D.I.Yogyakarta,Sleman,Pakem,Bukit Plawangan,
UGM-2015WM-AN025,UGM-2015WM-AN025-TR004,2014-06/2015-03,Exploration,Observation|sampling species for identification|measuring environmental parameters,10000,m square,,,,-7.584006,110.415106,WGS84,ID,JAVA,D.I.Yogyakarta,Sleman,Pakem,Bukit Turgo,
UGM-2015WM-AN025,UGM-2015WM-AN025-TR005,2014-06/2015-03,Exploration,Observation|sampling species for identification|measuring environmental parameters,10000,m square,,,,-7.7364091,110.1304737,WGS84,ID,JAVA,D.I.Yogyakarta,Kulon Progo,Girimulyo,Goa Sikkidang,
UGM-2015WM-AN025,UGM-2015WM-AN025-TR006,2014-06/2015-03,Exploration,Observation|sampling species for identification|measuring environmental parameters,10000,m square,,,,-7.6693,110.0827,WGS84,ID,JAVA,D.I.Yogyakarta,Kulon Progo,,Bukit Krengseng,
UGM-2016II-AN026,UGM-2016II-AN026-TR001,2016-02/07,Quadrat Plot,Observation|Counting individual number of mosses in the plot|Identification,3|225,plot|cm square,,,,-8.4149581,115.315492,WGS84,ID,BALI,BALI,Gianyar,Tampaksiring,Pura Pagulingan,Padma Asta Dala Zone 1
UGM-2016II-AN026,UGM-2016II-AN026-TR002,2016-02/07,Quadrat Plot,Observation|Counting individual number of mosses in the plot|Identification,3|225,plot|cm square,,,,-8.4149581,115.315492,WGS84,ID,BALI,BALI,Gianyar,Tampaksiring,Pura Pagulingan,Padma Asta Dala Zone 2
UGM-2016II-AN026,UGM-2016II-AN026-TR003,2016-02/07,Quadrat Plot,Observation|Counting individual number of mosses in the plot|Identification,3|225,plot|cm square,,,,-8.4149581,115.315492,WGS84,ID,BALI,BALI,Gianyar,Tampaksiring,Pura Pagulingan,Padma Asta Dala Zone 3
UGM-2016II-AN026,UGM-2016II-AN026-TR004,2016-02/07,Quadrat Plot,Observation|Counting individual number of mosses in the plot|Identification,3|225,plot|cm square,,,,-8.4149581,115.315492,WGS84,ID,BALI,BALI,Gianyar,Tampaksiring,Pura Pagulingan,Gedong Sineb I
UGM-2016II-AN026,UGM-2016II-AN026-TR005,2016-02/07,Quadrat Plot,Observation|Counting individual number of mosses in the plot|Identification,3|225,plot|cm square,,,,-8.4149581,115.315492,WGS84,ID,BALI,BALI,Gianyar,Tampaksiring,Pura Pagulingan,Gedong Sineb II
UGM-2016II-AN026,UGM-2016II-AN026-TR006,2016-02/07,Quadrat Plot,Observation|Counting individual number of mosses in the plot|Identification,3|225,plot|cm square,,,,-8.4149581,115.315492,WGS84,ID,BALI,BALI,Gianyar,Tampaksiring,Pura Pagulingan,Gedong Catu
UGM-2016II-AN026,UGM-2016II-AN026-TR007,2016-02/07,Quadrat Plot,Observation|Counting individual number of mosses in the plot|Identification,3|225,plot|cm square,,,,-8.4149581,115.315492,WGS84,ID,BALI,BALI,Gianyar,Tampaksiring,Pura Pagulingan,Gedong Maprucut
UGM-2014EH-AN027,UGM-2014EH-AN027-ST001,2014-02,Pitfall trap,Sampling using pitfall trap during diurnal and nocturnal session,11|50|100|10|13,pitfall trap|mm for  the diameter of pitfall trap|mm for the deep of pittfall trap|hours during the day|hours during the night,,,,"-7.9070484,",110.0803454,WGS84,ID,JAVA,D.I.Yogyakarta,Kulon Progo,Temon,Glagah,Farm of Dragon Fruit
UGM-2014EH-AN027,UGM-2014EH-AN027-ST002,2014-02,Pitfall trap,Sampling using pitfall trap during diurnal and nocturnal session,11|50|100|10|13,pitfall trap|mm for  the diameter of pitfall trap|mm for the deep of pittfall trap|hours during the day|hours during the night,,,,-7.6534723,"110.422149,17",WGS84,ID,JAVA,D.I.Yogyakarta,Sleman,Pakem,Pakembinangun,Sabila Farm
